"CODE","PT","RELATIONSHIP_TO_TARGET","TARGET_CODE","TARGET_TERM","TARGET_TERM_TYPE","TARGET_TERMINOLOGY","TARGET_TERMINOLOGY_VERSION"
"C4033","Clear Cell Renal Cell Carcinoma","Related To","8311/1","Hypernephroid tumor","PT","ICDO3","3.1"
"C4033","Clear Cell Renal Cell Carcinoma","Related To","8311/1","Hypernephroid tumor","PT","ICDO3","3.2"
"C8923","Acute Erythroid Leukemia","Related To","9840/3","Acute myeloid leukemia, M6 type","PT","ICDO3","3.1"
"C8923","Acute Erythroid Leukemia","Related To","9840/3","Acute erythroid leukemia","PT","ICDO3","3.2"
"C3517","Mixed Cellularity Classic Hodgkin Lymphoma","Related To","9652/3","Hodgkin lymphoma, mixed cellularity, NOS","PT","ICDO3","3.1"
"C3517","Mixed Cellularity Classic Hodgkin Lymphoma","Related To","9652/3","Hodgkin lymphoma, mixed cellularity, NOS","PT","ICDO3","3.2"
"C7540","Small Lymphocytic Lymphoma","Related To","9670/3","Malignant lymphoma, small B lymphocytic, NOS","PT","ICDO3","3.1"
"C40141","Wolffian Tumor","Related To","9110/0","Mesonephroma, benign","PT","ICDO3","3.1"
"C40141","Wolffian Tumor","Related To","9110/1","Mesonephric tumor, NOS","PT","ICDO3","3.1"
"C40141","Wolffian Tumor","Related To","9110/1","Wolffian tumor","PT","ICDO3","3.2"
"C2917","Carcinoma In Situ","Related To","8010/2","Carcinoma in situ, NOS","PT","ICDO3","3.2"
"C2917","Carcinoma In Situ","Related To","8010/2","Carcinoma in situ, NOS","PT","ICDO3","3.1"
"C7997","Thymoma Type B3","Related To","8585/3","Thymoma, type B3","PT","ICDO3","3.2"
"C7997","Thymoma Type B3","Related To","8585/1","Thymoma, type B3, NOS","PT","ICDO3","3.1"
"C7997","Thymoma Type B3","Related To","8585/3","Thymoma, type B3, malignant","PT","ICDO3","3.1"
"C65157","Neoplasm, Uncertain Whether Benign or Malignant","Related To","8000/1","Neoplasm, uncertain whether benign or malignant","PT","ICDO3","3.2"
"C65157","Neoplasm, Uncertain Whether Benign or Malignant","Related To","8000/1","Neoplasm, uncertain whether benign or malignant","PT","ICDO3","3.1"
"C4337","Mantle Cell Lymphoma","Related To","9673/3","Mantle cell lymphoma","PT","ICDO3","3.2"
"C4337","Mantle Cell Lymphoma","Related To","9673/3","Mantle cell lymphoma","PT","ICDO3","3.1"
"C3720","Anaplastic Large Cell Lymphoma","Related To","9714/3","Anaplastic large cell lymphoma, T cell and Null cell type","PT","ICDO3","3.1"
"C3720","Anaplastic Large Cell Lymphoma","Related To","9714/3","Anaplastic large cell lymphoma, T-cell and Null-cell type","PT","ICDO3","3.2"
"C3915","Small Cell Neuroendocrine Carcinoma","Related To","8042/3","Oat cell carcinoma","PT","ICDO3","3.1"
"C3915","Small Cell Neuroendocrine Carcinoma","Related To","8041/3","Small cell carcinoma, NOS","PT","ICDO3","3.1"
"C3915","Small Cell Neuroendocrine Carcinoma","Related To","8042/3","Oat cell carcinoma","PT","ICDO3","3.2"
"C3915","Small Cell Neuroendocrine Carcinoma","Related To","8041/3","Small cell carcinoma, NOS","PT","ICDO3","3.2"
"C4139","Combined Carcinoid and Adenocarcinoma","Related To","8245/3","Adenocarcinoid tumor","PT","ICDO3","3.2"
"C4139","Combined Carcinoid and Adenocarcinoma","Related To","8245/3","Adenocarcinoid tumor","PT","ICDO3","3.1"
"C4139","Combined Carcinoid and Adenocarcinoma","Related To","8243/3","Goblet cell carcinoid","PT","ICDO3","3.1"
"C4139","Combined Carcinoid and Adenocarcinoma","Related To","8243/3","Goblet cell carcinoid","PT","ICDO3","3.2"
"C7528","Angioimmunoblastic T-Cell Lymphoma","Related To","9767/1","Angioimmunoblastic lymphadenopathy (AIC)","PT","ICDO3","3.1"
"C7528","Angioimmunoblastic T-Cell Lymphoma","Related To","9767/1","Angioimmunoblastic lymphadenopathy (AIL)","PT","ICDO3","3.2"
"C7528","Angioimmunoblastic T-Cell Lymphoma","Related To","9705/3","Angioimmunoblastic T-cell lymphoma","PT","ICDO3","3.1"
"C7528","Angioimmunoblastic T-Cell Lymphoma","Related To","9705/3","Angioimmunoblastic T-cell lymphoma","PT","ICDO3","3.2"
"C4664","T-Cell Large Granular Lymphocyte Leukemia","Related To","9831/3","T-cell large granular lymphocytic leukemia","PT","ICDO3","3.1"
"C4664","T-Cell Large Granular Lymphocyte Leukemia","Related To","9831/3","T-cell large granular lymphocytic leukemia","PT","ICDO3","3.2"
"C4664","T-Cell Large Granular Lymphocyte Leukemia","Related To","9768/1","T-gamma lymphoproliferative disease","PT","ICDO3","3.1"
"C4664","T-Cell Large Granular Lymphocyte Leukemia","Related To","9768/1","T-gamma lymphoproliferative disease","PT","ICDO3","3.2"
"C3099","Hepatocellular Carcinoma","Related To","8170/3","Hepatocellular carcinoma, NOS","PT","ICDO3","3.2"
"C3099","Hepatocellular Carcinoma","Related To","8170/3","Hepatocellular carcinoma, NOS","PT","ICDO3","3.1"
"C9087","Kaposi Sarcoma","Related To","9140/3","Kaposi sarcoma","PT","ICDO3","3.1"
"C9087","Kaposi Sarcoma","Related To","9140/3","Kaposi sarcoma","PT","ICDO3","3.2"
"C3182","Acute Promyelocytic Leukemia with PML-RARA","Related To","9866/3","Acute promyelocytic leukemia, t(15;17)(q22;q11-12)","PT","ICDO3","3.2"
"C3182","Acute Promyelocytic Leukemia with PML-RARA","Related To","9866/3","Acute promyelocytic leukemia, t(15;17)(q22;q11-12)","PT","ICDO3","3.1"
"C2915","Carcinoid Tumor","Related To","8241/3","Enterochromaffin cell carcinoid","PT","ICDO3","3.2"
"C2915","Carcinoid Tumor","Related To","8240/3","Carcinoid tumor, NOS","PT","ICDO3","3.1"
"C2915","Carcinoid Tumor","Related To","8241/3","Enterochromaffin cell carcinoid","PT","ICDO3","3.1"
"C3716","Primitive Neuroectodermal Tumor","Related To","9503/3","Neuroepithelioma, NOS","PT","ICDO3","3.2"
"C3716","Primitive Neuroectodermal Tumor","Related To","9473/3","Primitive neuroectodermal tumor, NOS","PT","ICDO3","3.1"
"C3716","Primitive Neuroectodermal Tumor","Related To","9503/3","Neuroepithelioma, NOS","PT","ICDO3","3.1"
"C3762","Adenomatoid Tumor","Related To","9054/0","Adenomatoid tumor, NOS","PT","ICDO3","3.1"
"C3762","Adenomatoid Tumor","Related To","9052/0","Epithelioid mesothelioma, benign","PT","ICDO3","3.2"
"C3762","Adenomatoid Tumor","Related To","9050/0","Mesothelioma, benign","PT","ICDO3","3.2"
"C3762","Adenomatoid Tumor","Related To","9050/0","Mesothelioma, benign","PT","ICDO3","3.1"
"C3762","Adenomatoid Tumor","Related To","9052/0","Epithelioid mesothelioma, benign","PT","ICDO3","3.1"
"C3762","Adenomatoid Tumor","Related To","9054/0","Adenomatoid tumor, NOS","PT","ICDO3","3.2"
"C3132","Alpha Heavy Chain Disease","Related To","9764/3","Immunoproliferative small intestinal disease","PT","ICDO3","3.2"
"C3132","Alpha Heavy Chain Disease","Related To","9760/3","Immunoproliferative disease, NOS","PT","ICDO3","3.2"
"C3132","Alpha Heavy Chain Disease","Related To","9760/3","Immunoproliferative disease, NOS","PT","ICDO3","3.1"
"C3132","Alpha Heavy Chain Disease","Related To","9764/3","Immunoproliferative small intestinal disease","PT","ICDO3","3.1"
"C8968","Grade 2 Follicular Lymphoma","Related To","9691/3","Follicular lymphoma, grade 2","PT","ICDO3","3.1"
"C8968","Grade 2 Follicular Lymphoma","Related To","9691/3","Follicular lymphoma, grade 2","PT","ICDO3","3.2"
"C4146","Chromophobe Renal Cell Carcinoma","Related To","8317/3","Renal cell carcinoma, chromophobe type","PT","ICDO3","3.1"
"C4146","Chromophobe Renal Cell Carcinoma","Related To","8317/3","Renal cell carcinoma, chromophobe type","PT","ICDO3","3.2"
"C4146","Chromophobe Renal Cell Carcinoma","Related To","8270/3","Chromophobe carcinoma","PT","ICDO3","3.2"
"C4146","Chromophobe Renal Cell Carcinoma","Related To","8270/3","Chromophobe carcinoma","PT","ICDO3","3.1"
"C3170","Acute Megakaryoblastic Leukemia","Related To","9910/3","Acute megakaryoblastic leukemia","PT","ICDO3","3.1"
"C3170","Acute Megakaryoblastic Leukemia","Related To","9910/3","Acute megakaryoblastic leukemia","PT","ICDO3","3.2"
"C35870","Conventional Osteosarcoma","Related To","9186/3","Central osteosarcoma, NOS","PT","ICDO3","3.2"
"C35870","Conventional Osteosarcoma","Related To","9195/3","Intracortical osteosarcoma","PT","ICDO3","3.2"
"C35870","Conventional Osteosarcoma","Related To","9195/3","Intracortical osteosarcoma","PT","ICDO3","3.1"
"C35870","Conventional Osteosarcoma","Related To","9186/3","Central osteosarcoma","PT","ICDO3","3.1"
"C3407","Essential Thrombocythemia","Related To","9962/3","Essential thrombocythemia","PT","ICDO3","3.2"
"C3407","Essential Thrombocythemia","Related To","9962/3","Essential thrombocythemia","PT","ICDO3","3.1"
"C3789","Olfactory Neuroblastoma","Related To","9523/3","Olfactory neuroepithelioma","PT","ICDO3","3.1"
"C3789","Olfactory Neuroblastoma","Related To","9523/3","Olfactory neuroepithelioma","PT","ICDO3","3.2"
"C3789","Olfactory Neuroblastoma","Related To","9522/3","Olfactory neuroblastoma","PT","ICDO3","3.1"
"C3789","Olfactory Neuroblastoma","Related To","9522/3","Olfactory neuroblastoma","PT","ICDO3","3.2"
"C3520","Myeloid Sarcoma","Related To","9930/3","Myeloid sarcoma","PT","ICDO3","3.2"
"C3520","Myeloid Sarcoma","Related To","9930/3","Myeloid sarcoma","PT","ICDO3","3.1"
"C4345","Myeloproliferative Neoplasm","Related To","9960/3","Myeloproliferative neoplasm, NOS","PT","ICDO3","3.1"
"C4345","Myeloproliferative Neoplasm","Related To","9960/3","Myeloproliferative neoplasm, NOS","PT","ICDO3","3.2"
"C3011","Yolk Sac Tumor","Related To","9071/3","Yolk sac tumor","PT","ICDO3","3.1"
"C3011","Yolk Sac Tumor","Related To","9071/3","Yolk sac tumor, NOS","PT","ICDO3","3.2"
"C2862","Primary Myelofibrosis","Related To","9961/3","Primary myelofibrosis","PT","ICDO3","3.1"
"C2862","Primary Myelofibrosis","Related To","9961/3","Primary myelofibrosis","PT","ICDO3","3.2"
"C2929","Squamous Cell Carcinoma","Related To","8070/3","Squamous cell carcinoma, NOS","PT","ICDO3","3.2"
"C2929","Squamous Cell Carcinoma","Related To","8070/3","Squamous cell carcinoma, NOS","PT","ICDO3","3.1"
"C6913","Lymphocyte-Rich Classic Hodgkin Lymphoma","Related To","9651/3","Hodgkin lymphoma, lymphocyte-rich","PT","ICDO3","3.1"
"C6913","Lymphocyte-Rich Classic Hodgkin Lymphoma","Related To","9651/3","Hodgkin lymphoma, lymphocyte-rich","PT","ICDO3","3.2"
"C4340","Peripheral T-Cell Lymphoma, Not Otherwise Specified","Related To","9702/3","Mature T-cell lymphoma, NOS","PT","ICDO3","3.1"
"C4340","Peripheral T-Cell Lymphoma, Not Otherwise Specified","Related To","9702/3","Mature T-cell lymphoma, NOS","PT","ICDO3","3.2"
"C3460","Grade 3 Follicular Lymphoma","Related To","9698/3","Follicular lymphoma, grade 3","PT","ICDO3","3.1"
"C3460","Grade 3 Follicular Lymphoma","Related To","9698/3","Follicular lymphoma, grade 3","PT","ICDO3","3.2"
"C3088","Angiosarcoma","Related To","9130/3","Hemangioendothelioma, malignant","PT","ICDO3","3.2"
"C3088","Angiosarcoma","Related To","9120/3","Hemangiosarcoma","PT","ICDO3","3.1"
"C3088","Angiosarcoma","Related To","9120/3","Hemangiosarcoma","PT","ICDO3","3.2"
"C3088","Angiosarcoma","Related To","9130/3","Hemangioendothelioma, malignant","PT","ICDO3","3.1"
"C27093","Stage 0 Squamous Cell Carcinoma","Related To","8070/2","Squamous cell carcinoma in situ, NOS","PT","ICDO3","3.1"
"C27093","Stage 0 Squamous Cell Carcinoma","Related To","8070/2","Squamous cell carcinoma in situ, NOS","PT","ICDO3","3.2"
"C4190","Breast Papillary Ductal Carcinoma In Situ","Related To","8503/2","Noninfiltrating intraductal papillary adenocarcinoma","PT","ICDO3","3.2"
"C4190","Breast Papillary Ductal Carcinoma In Situ","Related To","8503/2","Noninfiltrating intraductal papillary adenocarcinoma","PT","ICDO3","3.1"
"C8423","Stage 0 Cutaneous Melanoma AJCC v6 and v7","Related To","8720/2","Melanoma in situ","PT","ICDO3","3.1"
"C8423","Stage 0 Cutaneous Melanoma AJCC v6 and v7","Related To","8720/2","Melanoma in situ","PT","ICDO3","3.2"
"C27007","Spitz Nevus","Related To","8770/0","Epithelioid and spindle cell nevus","PT","ICDO3","3.1"
"C27007","Spitz Nevus","Related To","8772/0","Spindle cell nevus, NOS","PT","ICDO3","3.2"
"C27007","Spitz Nevus","Related To","8770/0","Epithelioid and spindle cell nevus","PT","ICDO3","3.2"
"C27007","Spitz Nevus","Related To","8772/0","Spindle cell nevus, NOS","PT","ICDO3","3.1"
"C2916","Carcinoma","Related To","8010/3","Carcinoma, NOS","PT","ICDO3","3.1"
"C2916","Carcinoma","Related To","8010/3","Carcinoma, NOS","PT","ICDO3","3.2"
"C2916","Carcinoma","Related To","8011/3","Epithelioma, malignant","PT","ICDO3","3.2"
"C2916","Carcinoma","Related To","8011/3","Epithelioma, malignant","PT","ICDO3","3.1"
"C39976","Sertoli Cell Tumor","Related To","8640/1","Sertoli cell tumor, NOS","PT","ICDO3","3.2"
"C39976","Sertoli Cell Tumor","Related To","8640/1","Sertoli cell tumor, NOS","PT","ICDO3","3.1"
"C3178","Chronic Myelomonocytic Leukemia","Related To","9945/3","Chronic myelomonocytic leukemia, NOS","PT","ICDO3","3.1"
"C3178","Chronic Myelomonocytic Leukemia","Related To","9945/3","Chronic myelomonocytic leukemia, NOS","PT","ICDO3","3.2"
"C3679","Oncocytic Adenocarcinoma","Related To","8290/3","Oxyphilic adenocarcinoma","PT","ICDO3","3.1"
"C3679","Oncocytic Adenocarcinoma","Related To","8290/3","Oxyphilic adenocarcinoma","PT","ICDO3","3.2"
"C3677","Benign Neoplasm","Related To","8000/0","Neoplasm, benign","PT","ICDO3","3.2"
"C3677","Benign Neoplasm","Related To","8000/0","Neoplasm, benign","PT","ICDO3","3.1"
"C3270","Neuroblastoma","Related To","9500/3","Neuroblastoma, NOS","PT","ICDO3","3.1"
"C3270","Neuroblastoma","Related To","9500/3","Neuroblastoma, NOS","PT","ICDO3","3.2"
"C3246","Mycosis Fungoides","Related To","9700/3","Mycosis fungoides","PT","ICDO3","3.1"
"C3246","Mycosis Fungoides","Related To","9700/3","Mycosis fungoides","PT","ICDO3","3.2"
"C27004","Sarcomatoid Carcinoma","Related To","8032/3","Spindle cell carcinoma, NOS","PT","ICDO3","3.1"
"C27004","Sarcomatoid Carcinoma","Related To","8032/3","Spindle cell carcinoma, NOS","PT","ICDO3","3.2"
"C27004","Sarcomatoid Carcinoma","Related To","8033/3","Pseudosarcomatous carcinoma","PT","ICDO3","3.1"
"C27004","Sarcomatoid Carcinoma","Related To","8033/3","Pseudosarcomatous carcinoma","PT","ICDO3","3.2"
"C4194","Invasive Breast Carcinoma of No Special Type","Related To","8500/3","Infiltrating duct carcinoma, NOS","PT","ICDO3","3.1"
"C4194","Invasive Breast Carcinoma of No Special Type","Related To","8521/3","Infiltrating ductular carcinoma","PT","ICDO3","3.1"
"C4194","Invasive Breast Carcinoma of No Special Type","Related To","8521/3","Infiltrating ductular carcinoma","PT","ICDO3","3.2"
"C4194","Invasive Breast Carcinoma of No Special Type","Related To","8500/3","Infiltrating duct carcinoma, NOS","PT","ICDO3","3.2"
"C9145","Osteosarcoma","Related To","9180/3","Osteosarcoma, NOS","PT","ICDO3","3.2"
"C9145","Osteosarcoma","Related To","9180/3","Osteosarcoma, NOS","PT","ICDO3","3.1"
"C7983","Borderline Ovarian Endometrioid Tumor/Atypical Proliferative Ovarian Endometrioid Tumor","Related To","8380/1","Endometrioid adenoma, borderline malignancy","PT","ICDO3","3.2"
"C7983","Borderline Ovarian Endometrioid Tumor/Atypical Proliferative Ovarian Endometrioid Tumor","Related To","8380/1","Endometrioid adenoma, borderline malignancy","PT","ICDO3","3.1"
"C3773","Neuroendocrine Carcinoma","Related To","8246/3","Neuroendocrine carcinoma, NOS","PT","ICDO3","3.2"
"C3773","Neuroendocrine Carcinoma","Related To","8246/3","Neuroendocrine carcinoma, NOS","PT","ICDO3","3.1"
"C2973","Mucinous Cystadenoma","Related To","8470/0","Mucinous cystadenoma, NOS","PT","ICDO3","3.2"
"C2973","Mucinous Cystadenoma","Related To","8480/0","Mucinous adenoma","PT","ICDO3","3.2"
"C2973","Mucinous Cystadenoma","Related To","8470/0","Mucinous cystadenoma, NOS","PT","ICDO3","3.1"
"C2973","Mucinous Cystadenoma","Related To","8480/0","Mucinous adenoma","PT","ICDO3","3.1"
"C3339","Familial Adenomatous Polyposis","Related To","8220/0","Adenomatous polyposis coli","PT","ICDO3","3.2"
"C3339","Familial Adenomatous Polyposis","Related To","8220/0","Adenomatous polyposis coli","PT","ICDO3","3.1"
"C4817","Ewing Sarcoma","Related To","9260/3","Ewing sarcoma","PT","ICDO3","3.1"
"C4817","Ewing Sarcoma","Related To","9364/3","Ewing sarcoma","PT","ICDO3","3.2"
"C3465","Grade 1 Follicular Lymphoma","Related To","9695/3","Follicular lymphoma, grade 1","PT","ICDO3","3.2"
"C3465","Grade 1 Follicular Lymphoma","Related To","9695/3","Follicular lymphoma, grade 1","PT","ICDO3","3.1"
"C3359","Rhabdomyosarcoma","Related To","8900/3","Rhabdomyosarcoma, NOS","PT","ICDO3","3.2"
"C3359","Rhabdomyosarcoma","Related To","8900/3","Rhabdomyosarcoma, NOS","PT","ICDO3","3.1"
"C6897","Cystic Partially Differentiated Kidney Nephroblastoma","Related To","8959/1","Cystic partially differentiated nephroblastoma","PT","ICDO3","3.2"
"C6897","Cystic Partially Differentiated Kidney Nephroblastoma","Related To","8959/1","Cystic partially differentiated nephroblastoma","PT","ICDO3","3.1"
"C6897","Cystic Partially Differentiated Kidney Nephroblastoma","Related To","8959/3","Malignant cystic nephroma","PT","ICDO3","3.2"
"C6897","Cystic Partially Differentiated Kidney Nephroblastoma","Related To","8959/3","Malignant cystic nephroma","PT","ICDO3","3.1"
"C4684","Nasal Type Extranodal NK/T-Cell Lymphoma","Related To","9719/3","NK/T-cell lymphoma, nasal and nasal type","PT","ICDO3","3.2"
"C4684","Nasal Type Extranodal NK/T-Cell Lymphoma","Related To","9719/3","NK/T-cell lymphoma, nasal and nasal-type","PT","ICDO3","3.1"
"C4189","Breast Secretory Carcinoma","Related To","8502/3","Secretory carcinoma","PT","ICDO3","3.2"
"C4189","Breast Secretory Carcinoma","Related To","8508/3","Cystic hypersecretory carcinoma","PT","ICDO3","3.1"
"C4189","Breast Secretory Carcinoma","Related To","8508/3","Cystic hypersecretory carcinoma","PT","ICDO3","3.2"
"C4189","Breast Secretory Carcinoma","Related To","8502/3","Secretory carcinoma of breast","PT","ICDO3","3.1"
"C4092","Benign Epithelial Neoplasm","Related To","8010/0","Epithelial tumor, benign","PT","ICDO3","3.2"
"C4092","Benign Epithelial Neoplasm","Related To","8010/0","Epithelial tumor, benign","PT","ICDO3","3.1"
"C4092","Benign Epithelial Neoplasm","Related To","8011/0","Epithelioma, benign","PT","ICDO3","3.1"
"C4092","Benign Epithelial Neoplasm","Related To","8011/0","Epithelioma, benign","PT","ICDO3","3.2"
"C9300","Acute Leukemia","Related To","9801/3","Acute leukemia, NOS","PT","ICDO3","3.2"
"C9300","Acute Leukemia","Related To","9801/3","Acute leukemia, NOS","PT","ICDO3","3.1"
"C9288","Acute Myeloid Leukemia with t(8;21); (q22; q22.1); RUNX1-RUNX1T1","Related To","9896/3","Acute myeloid leukemia, t(8;21)(q22;q22)","PT","ICDO3","3.1"
"C9288","Acute Myeloid Leukemia with t(8;21); (q22; q22.1); RUNX1-RUNX1T1","Related To","9896/3","Acute myeloid leukemia, t(8;21)(q22;q22)","PT","ICDO3","3.2"
"C6985","Invasive Hydatidiform Mole","Related To","9100/1","Invasive hydatidiform mole","PT","ICDO3","3.1"
