"Source Code","Source Name","Source Coding Scheme","Source Coding Scheme Version","Source Coding Scheme Namespace","Association Name","REL","Map Rank","Target Code","Target Name","Target Coding Scheme","Target Coding Scheme Version","Target Coding Scheme Namespace"
"C120468","16alpha-Hydroxyestrone","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:776","16alpha-hydroxyestrone","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C107138","17-Alpha-Hydroxypregnenolone","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:28750","17alpha-hydroxypregnenolone","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C1503","2'-deoxyadenosine","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:17256","2'-deoxyadenosine","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C83510","2,2,2-Trichloroethanol","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:28094","2,2,2-trichloroethanol","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C163713","2,3,5-Trimethacarb","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:38893","2,3,5-trimethylphenyl methylcarbamate","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C864","2,3,7,8-Tetrachlorodibenzo-P-dioxin","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:28119","2,3,7,8-tetrachlorodibenzodioxine","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C44303","2,3-Dibromopropanol","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:19310","2,3-dibromo-1-propanol","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C87416","2,3-Dimercapto-1-Propanesulfonic Acid","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:888","2,3-disulfanylpropane-1-sulfonic acid","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C44304","2,4,6-Trichlorophenol","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:28755","2,4,6-trichlorophenol","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C29796","2,6-Diaminopurine","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:38001","2,6-diaminopurines","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C61620","2-(Diethylamino)ethanol","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:52153","2-diethylaminoethanol","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C29791","2-Acetylaminofluorene","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:17356","2-acetamidofluorene","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C120002","2-Hydroxybutyrate","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:64552","2-hydroxybutyrate","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C120474","2-Hydroxyestradiol","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:28744","2-hydroxy-17beta-estradiol","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C63947","2-Hydroxyestrone","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:1156","2-hydroxyestrone","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C47791","2-Hydroxyethyl Methacrylate","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:34288","2-hydroxyethyl methacrylate","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C190690","2-Hydroxypropylmercapturic Acid","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:165881","N-Acetyl-S-(2-hydroxypropyl)-cysteine","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C83512","2-Mercaptobenzothiazole","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:34292","1,3-benzothiazole-2-thiol","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C965","2-Methoxyestradiol","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:28955","2-methoxy-17beta-estradiol","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C120472","2-Methoxyestrone","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:1189","2-methoxyestrone","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C173416","2-Methylhippuric Acid","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:68455","o-methylhippuric acid","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C44311","2-Naphthylamine","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:27878","2-naphthylamine","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C44312","2-Nitroanisole","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:48722","2-nitroanisole","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C44313","2-Nitropropane","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:16037","2-nitropropane","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C29795","20-Methylcholanthrene","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:34342","3-methylcholanthrene","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C29800","3,4-Benzpyrene","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:29865","benzo[a]pyrene","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C61081","3,4-Methylenedioxymethamphetamine","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:1391","3,4-methylenedioxymethamphetamine","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C163714","3,5-Xylyl Methylcarbamate","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:38571","XMC","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C77087","3,6-Diamino-10-methylacridinium Chloride","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:383703","3,6-diamino-10-methylacridinium chloride","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C118876","3-Aminoisobutyric Acid","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:27389","3-aminoisobutyric acid","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C83513","3-Aminopropanenitrile","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:27413","beta-aminopropionitrile","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C129007","3-Hydroxy-3-Methylglutaryl-Coenzyme A","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:15467","(3S)-3-hydroxy-3-methylglutaryl-CoA","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C120003","3-Hydroxybutyrate","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:37054","3-hydroxybutyrate","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C63766","3-Hydroxykynurenine","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:1547","3-hydroxykynurenine","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C107144","3-Hydroxypropylmercapturic Acid","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:165884","N-Acetyl-S- (3-hydroxypropyl)-cysteine","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C595","3-Iodotyrosine","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:27847","3-iodo-L-tyrosine","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C173423","3-Methylhippuric Acid","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:68500","m-methylhippuric acid","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C118885","3-Methylhistidine","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:70959","3-methylhistidine","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C126911","3-Nitrotyrosine","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:86269","3-nitrotyrosine","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C971","4'-Iodo-4'-Deoxydoxorubicin","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:47897","4'-deoxy-4'-iododoxorubicin","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C44319","4,4-Methylenebis,2-Chloroaniline","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:28124","4,4'-methylene-bis-(2-chloroaniline)","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C44320","4,4-Methylenedianiline","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:32506","4,4'-diaminodiphenylmethane","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C127127","4-(Methylnitrosamino)-1-(3-Pyridyl)-1-Butanol","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:82569","4-(methylnitrosamino)-1-(3-pyridyl)-1-butanol","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C44324","4-Dimethylaminoazobenzene","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:17903","4-(dimethylamino)azobenzene","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C192185","4-Hydroxy-1-(3-Pyridyl)-1-Butanone","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:82563","4-Hydroxy-1-(3-pyridinyl)-1-butanone","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C61773","4-Hydroxybutanoic Acid","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:30830","4-hydroxybutyric acid","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C120473","4-Hydroxyestradiol","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:62845","4-hydroxy-17beta-estradiol","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C173417","4-Methylhippuric Acid","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:68552","p-methylhippuric acid","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C29801","4-Methylnitrosamino-1,3-pyridyl-1-butanone","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:32692","4-(N-nitrosomethylamino)-1-(3-pyridyl)butan-1-one","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C194","4-Nitroquinoline-1-Oxide","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:16907","4-nitroquinoline N-oxide","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C63699","4-Phenylbutyric Acid","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:41500","4-phenylbutyric acid","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C44326","4-Vinyl-1-cyclohexene Diepoxide","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:59001","4-vinylcyclohexene dioxide","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C2319","5 Alpha-Reductase Inhibitor","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:50781","EC 1.3.1.22 [3-oxo-5alpha-steroid 4-dehydrogenase (NADP(+))] inhibitor","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C28157","5-Hydroxyindoleacetic Acid","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:27823","(5-hydroxyindol-3-yl)acetic acid","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C61712","5-Hydroxytryptophan, DL-","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:28171","5-hydroxytryptophan","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C129008","5-Methylcytosine","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:27551","5-methylcytosine","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C291","6-Azauridine","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:35668","6-azauridine","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C152068","6-Ketoprostaglandin F1alpha","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:28158","6-oxoprostaglandin F1alpha","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C192638","6-Sulfatoxymelatonin","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:185936","6-sulfatoxymelatonin","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C72904","7-Aminoactinomycin D","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:52304","7-aminoactinomycin D","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C28788","8-Azaguanine","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:63486","8-azaguanine","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C1297","8-Hydroxy-2'-deoxyguanosine","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:40304","8-hydroxy-2'-deoxyguanosine","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C105826","8-Oxoguanine","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:44605","8-oxoguanine","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C163573","A-230","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:140423","A-230 nerve agent","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C163574","A-232","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:140424","A-232 nerve agent","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C163575","A-234","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:140425","A-234 nerve agent","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C247","ACE Inhibitor","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:35457","EC 3.4.15.1 (peptidyl-dipeptidase A) inhibitor","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C113498","AICA-Ribotide","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:18406","AICA ribonucleotide","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C28804","Abacavir Sulfate","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:2361","abacavir sulfate","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C61523","Abacavir","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:421707","abacavir","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C95196","Abamectin","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:39214","abamectin","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C2015","Abarelix","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:337298","abarelix","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C65209","Acamprosate Calcium","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:51042","acamprosate calcium","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C81691","Acamprosate","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:51041","acamprosate","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C983","Acarbose","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:2376","acarbose","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C28806","Acebutolol Hydrochloride","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:2380","acebutolol hydrochloride","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C61525","Acebutolol","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:2379","acebutolol","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C75125","Acecainide","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:60728","N-acetylprocainamide","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C74109","Acedoben","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:46171","4-acetamidobenzoic acid","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C80777","Aceneuramic Acid","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:17012","N-acetylneuraminic acid","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C75152","Acenocoumarol","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:53766","acenocoumarol","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C163577","Acephate","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:34520","acephate","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C77568","Acepromazine","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:44932","acepromazine","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C72678","Aceprometazine","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:53770","aceprometazine","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C44328","Acetaldehyde","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:15343","acetaldehyde","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C198","Acetaminophen","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:46195","paracetamol","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C76696","Acetanilide","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:28884","N-phenylacetamide","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C94719","Acetate","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:30089","acetate","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C61622","Acetazolamide Sodium","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:31163","acetazolamide sodium","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C28809","Acetazolamide","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:27690","acetazolamide","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C61623","Acetic Acid","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:15366","acetic acid","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C76285","Acetic Anhydride","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:36610","acetic anhydride","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C47380","Acetohexamide","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:28052","acetohexamide","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C47381","Acetohydroxamic Acid","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:27777","acetohydroxamic acid","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C29807","Acetone","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:15347","acetone","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C65210","Acetophenazine Maleate","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:2402","acetophenazine dimaleate","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C81085","Acetophenazine","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:2401","acetophenazine","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C77447","Acetophenone","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:27632","acetophenone","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C199","Acetyl Coenzyme A","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:15351","acetyl-CoA","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C93240","Acetyl Group","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:40574","acetyl group","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C87329","Acetylcarnitine","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:57589","O-acetyl-L-carnitine","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C47382","Acetylcholine Chloride","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:2417","acetylcholine chloride","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C77840","Acetylcholine","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:15355","acetylcholine","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C47792","Acetylcholinesterase Inhibitor","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:38462","EC 3.1.1.7 (acetylcholinesterase) inhibitor","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C200","Acetylcysteine","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:28939","N-acetyl-L-cysteine","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C65212","Acetyldigitoxin","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:53773","3'''-O-acetyldigitoxin","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C48057","Acid","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:37527","acid","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C985","Acitretin","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:50173","all-trans-acitretin","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
"C87421","Aconitine","NCI_Thesaurus","23.08d","NCI_Thesaurus","mapsTo","mapsTo","1","CHEBI:2430","aconitine","ChEBI:_Chemical_Entities_of_Biological_Interest","224","ChEBI"
