"CODE","PT","RELATIONSHIP_TO_TARGET","TARGET_CODE","TARGET_TERM","TARGET_TERM_TYPE","TARGET_TERMINOLOGY","TARGET_TERMINOLOGY_VERSION"
"C27996","Myocardial Infarction","Has Synonym","10028596","Myocardial infarction","LLT","MedDRA","18.1"
"C3446","Primary Immune Thrombocytopenia","Has Synonym","10021245","Idiopathic thrombocytopenic purpura","LLT","MedDRA","18.1"
"C27083","Blood Clot","Has Synonym","10009667","Clot blood","LLT","MedDRA","18.1"
"C3046","Fracture","Has Synonym","10017076","Fracture","LLT","MedDRA","18.1"
"C3036","Fatigue","Has Synonym","10016256","Fatigue","LLT","MedDRA","18.1"
"C2851","Acquired Immunodeficiency Syndrome","Has Synonym","10000563","Acquired immune deficiency syndrome","LLT","MedDRA","18.1"
"C28397","Asthma","Has Synonym","10003553","Asthma","LLT","MedDRA","18.1"
"C3020","Seizure Disorder","Has Synonym","10015037","Epilepsy","LLT","MedDRA","18.1"
"C26725","Common Variable Immunodeficiency","Has Synonym","10039805","Secondary acquired hypogammaglobulinaemia","LLT","MedDRA","18.1"
"C50620","Intrauterine Fetal Death","Has Synonym","10076683","Fetal death","LLT","MedDRA","18.1"
"C3376","Sleep Disorder","Has Synonym","10040984","Sleep disorder","LLT","MedDRA","18.1"
"C26797","Hyperglycemia","Has Synonym","10020639","Hyperglycemia","LLT","MedDRA","18.1"
"C26696","Anxiety","Has Synonym","10002855","Anxiety","LLT","MedDRA","18.1"
"C50781","Transient Ischemic Attack","Has Synonym","10044391","Transient ischemic attacks","LLT","MedDRA","18.1"
"C50466","Atrial Fibrillation","Has Synonym","10003658","Atrial fibrillation","LLT","MedDRA","18.1"
"C2980","Dysphagia","Has Synonym","10013950","Dysphagia","LLT","MedDRA","18.1"
"C4376","Renal Failure","Has Synonym","10038435","Renal failure","LLT","MedDRA","18.1"
"C50791","Urinary Tract Infection","Has Synonym","10046571","Urinary tract infection","LLT","MedDRA","18.1"
"C2883","Arthritis","Has Synonym","10003246","Arthritis","LLT","MedDRA","18.1"
"C3222","Medulloblastoma","Has Synonym","10027107","Medulloblastoma","LLT","MedDRA","18.1"
"C26782","Glaucoma","Has Synonym","10018304","Glaucoma","LLT","MedDRA","18.1"
"C34797","Malaria","Has Synonym","10025487","Malaria","LLT","MedDRA","18.1"
"C2881","Arrhythmia","Has Synonym","10003119","Arrhythmia","LLT","MedDRA","18.1"
"C3333","Pneumonia","Has Synonym","10035664","Pneumonia","LLT","MedDRA","18.1"
"C26920","Encephalopathy","Has Synonym","10014625","Encephalopathy","LLT","MedDRA","18.1"
"C122822","Cholelithiasis","Has Synonym","10008629","Cholelithiasis","LLT","MedDRA","18.1"
"C50713","Pulmonary Embolism","Has Synonym","10037377","Pulmonary embolism","LLT","MedDRA","18.1"
"C28195","Thromboembolism","Has Synonym","10043566","Thromboembolism","LLT","MedDRA","18.1"
"C26800","Hypothyroidism","Has Synonym","10021114","Hypothyroidism","LLT","MedDRA","18.1"
"C26713","Cataract","Has Synonym","10007739","Cataract","LLT","MedDRA","18.1"
"C3112","Hypercalcemia","Has Synonym","10020587","Hypercalcemia","LLT","MedDRA","18.1"
"C2987","Diarrhea","Has Synonym","10012727","Diarrhea","LLT","MedDRA","18.1"
"C51221","Angina","Has Synonym","10002391","Anginal pain","LLT","MedDRA","18.1"
"C2911","Bronchitis","Has Synonym","10006451","Bronchitis","LLT","MedDRA","18.1"
"C34336","Spontaneous Abortion","Has Synonym","10041687","Spontaneous abortion","LLT","MedDRA","18.1"
"C3243","Multiple Sclerosis","Has Synonym","10028245","Multiple sclerosis","LLT","MedDRA","18.1"
"C80078","Chronic Kidney Disease","Has Synonym","10064848","Chronic kidney disease","LLT","MedDRA","18.1"
"C50464","Arthralgia","Has Synonym","10003239","Arthralgia","LLT","MedDRA","18.1"
"C26791","Hemorrhage","Has Synonym","10019524","Hemorrhage","LLT","MedDRA","18.1"
"C122576","Staphylococcus aureus Infection","Has Synonym","10075981","Staphylococcus aureus infection","LLT","MedDRA","18.1"
"C26691","Adrenocortical Insufficiency","Has Synonym","10001367","Adrenal insufficiency","LLT","MedDRA","18.1"
"C3445","Weight Loss","Has Synonym","10047900","Weight loss","LLT","MedDRA","18.1"
"C26808","Acute Renal Failure","Has Synonym","10069339","Acute kidney injury","LLT","MedDRA","18.1"
"C3108","HIV Infection","Has Synonym","10020161","HIV infection","LLT","MedDRA","18.1"
"C3138","Inflammatory Bowel Disease","Has Synonym","10021972","Inflammatory bowel disease","LLT","MedDRA","18.1"
"C50706","Pressure Sore","Has Synonym","10011983","Decubitus","LLT","MedDRA","18.1"
"C50575","Alopecia","Has Synonym","10001760","Alopecia","LLT","MedDRA","18.1"
"C3442","Vomiting","Has Synonym","10047700","Vomiting","LLT","MedDRA","18.1"
"C3133","Erectile Dysfunction","Has Synonym","10061461","Erectile dysfunction","LLT","MedDRA","18.1"
"C114476","Allergic Reaction","Has Synonym","10001718","Allergic reaction","LLT","MedDRA","18.1"
"C121628","Altered Mental Status","Has Synonym","10048294","Mental status changes","LLT","MedDRA","18.1"
"C4781","Benign Brain Neoplasm","Has Synonym","10004306","Benign neoplasm of brain","LLT","MedDRA","18.1"
"C35524","Leukocytosis","Has Synonym","10024378","Leukocytosis","LLT","MedDRA","18.1"
"C78797","Thrombotic Thrombocytopenic Purpura","Has Synonym","10043648","Thrombotic thrombocytopenic purpura","LLT","MedDRA","18.1"
"C3258","Nausea","Has Synonym","10028813","Nausea","LLT","MedDRA","18.1"
"C3364","Septicemia","Has Synonym","10040047","Sepsis","LLT","MedDRA","18.1"
"C27009","Myalgia","Has Synonym","10028411","Myalgia","LLT","MedDRA","18.1"
"C28245","Aspiration, CTCAE","Has Synonym","10003504","Aspiration","LLT","MedDRA","20.1"
"C3346","Psoriasis","Has Synonym","10037153","Psoriasis","LLT","MedDRA","18.1"
"C3003","Effusion","Has Synonym","10063045","Effusion","LLT","MedDRA","18.1"
"C2952","Ulcerative Colitis","Has Synonym","10045365","Ulcerative colitis","LLT","MedDRA","18.1"
"C75545","Hemolytic Uremic Syndrome","Has Synonym","10019516","Hemolytic-uremic syndrome","LLT","MedDRA","18.1"
"C79601","Otitis Externa","Has Synonym","10033072","Otitis externa","LLT","MedDRA","18.1"
"C95802","Ischemic Stroke","Has Synonym","10055221","Ischemic stroke","LLT","MedDRA","18.1"
"C3318","Peptic Ulcer","Has Synonym","10034341","Peptic ulcer","LLT","MedDRA","18.1"
"C4980","Acute Graft Versus Host Disease","Has Synonym","10066260","Acute graft versus host disease","LLT","MedDRA","18.1"
"C3439","Viral Infection","Has Synonym","10047461","Viral infection","LLT","MedDRA","18.1"
"C37943","Dizziness","Has Synonym","10013573","Dizziness","LLT","MedDRA","18.1"
"C37928","Confusion","Has Synonym","10010300","Confusion","LLT","MedDRA","18.1"
"C3128","Hypotension","Has Synonym","10021097","Hypotension","LLT","MedDRA","18.1"
"C49151","Stillbirth","Has Synonym","10042062","Stillbirth","LLT","MedDRA","18.1"
"C28286","Insomnia","Has Synonym","10022437","Insomnia","LLT","MedDRA","18.1"
"C3279","Night Sweats","Has Synonym","10029410","Night sweats","LLT","MedDRA","18.1"
"C26884","Sleep Apnea","Has Synonym","10040975","Sleep apnea","LLT","MedDRA","18.1"
"C4981","Chronic Graft Versus Host Disease","Has Synonym","10066261","Chronic graft versus host disease","LLT","MedDRA","18.1"
"C9224","Esophagitis","Has Synonym","10015461","Esophagitis","LLT","MedDRA","18.1"
"C3408","Thrombocytopenia","Has Synonym","10043554","Thrombocytopenia","PT","MedDRA","18.1"
"C3045","Fistula","Has Synonym","10016717","Fistula","LLT","MedDRA","18.1"
"C3063","Graft Versus Host Disease","Has Synonym","10018651","Graft versus host disease","LLT","MedDRA","18.1"
"C3918","Extragonadal Germ Cell Tumor","Broader Than","10073060","Extragonadal primary germ cell tumor","LLT","MedDRA","18.1"
"C78262","Edema Limbs","Has Synonym","10034570","Peripheral edema","LLT","MedDRA","18.1"
"C115248","Methicillin-Resistant Staphylococcus aureus Infection","Has Synonym","10027508","Methicillin-resistant Staphylococcus aureus infection","LLT","MedDRA","18.1"
"C37967","Hypercholesterolemia","Has Synonym","10020604","Hypercholesterolemia","LLT","MedDRA","18.1"
"C57867","Rectal Ulcer, CTCAE","Has Synonym","10038080","Rectal ulcer","LLT","MedDRA","20.1"
"C55615","Erectile Dysfunction, CTCAE","Has Synonym","10061461","Erectile dysfunction","LLT","MedDRA","20.1"
"C55447","Depression, CTCAE","Has Synonym","10012378","Depression","LLT","MedDRA","20.1"
"C57097","Urinary Retention, CTCAE","Has Synonym","10046555","Urinary retention","LLT","MedDRA","20.1"
"C57788","Diarrhea, CTCAE","Has Synonym","10012727","Diarrhea","LLT","MedDRA","20.1"
"C57859","Rectal Fistula, CTCAE","Has Synonym","10038062","Rectal fistula","LLT","MedDRA","20.1"
"C57857","Proctitis, CTCAE","Has Synonym","10036774","Proctitis","LLT","MedDRA","20.1"
"C56560","Rectal Hemorrhage, CTCAE","Has Synonym","10038064","Rectal hemorrhage","LLT","MedDRA","20.1"
"C114875","Fetus Small for Gestational Age","Narrower Than","10041093","Small for gestational age","LLT","MedDRA","18.1"
"C50635","Loss of Consciousness","Has Synonym","10024855","Loss of consciousness","LLT","MedDRA","18.1"
"C50501","Complete Atrioventricular Block","Has Synonym","10065659","Atrioventricular block third degree","LLT","MedDRA","18.1"
"C34504","Conjunctivitis","Has Synonym","10010741","Conjunctivitis","LLT","MedDRA","18.1"
"C26868","Pulmonary Edema","Has Synonym","10037375","Pulmonary edema","LLT","MedDRA","18.1"
"C26917","Xerostomia","Has Synonym","10048223","Xerostomia","LLT","MedDRA","18.1"
"C78718","Wheezing","Has Synonym","10047924","Wheezing","LLT","MedDRA","18.1"
"C78497","Urinary Incontinence","Has Synonym","10046543","Urinary incontinence","LLT","MedDRA","18.1"
"C95803","Hemorrhagic Stroke","Has Synonym","10055278","Hemorrhagic cerebral infarction","LLT","MedDRA","18.1"
"C118385","Avascular Necrosis","Has Synonym","10066480","Avascular necrosis","LLT","MedDRA","18.1"
"C26915","Vitiligo","Has Synonym","10047642","Vitiligo","LLT","MedDRA","18.1"
"C54772","Mobitz (Type) II Atrioventricular Block, CTCAE","Has Synonym","10027786","Mobitz (type) II atrioventricular block","LLT","MedDRA","20.1"
"C54771","Mobitz Type I, CTCAE","Has Synonym","10027787","Mobitz type I","LLT","MedDRA","20.1"
"C93047","Hypoxemia","Has Synonym","10021142","Hypoxemia","LLT","MedDRA","18.1"
"C9438","Chronic Renal Failure","Has Synonym","10009119","Chronic renal failure","LLT","MedDRA","18.1"
"C50579","Hematoma","Has Synonym","10019428","Hematoma","LLT","MedDRA","18.1"
"C28145","Dysgeusia","Has Synonym","10013911","Dysgeusia","LLT","MedDRA","18.1"
"C3426","Ulcer","Has Synonym","10045285","Ulcer","LLT","MedDRA","18.1"
"C37935","Cough","Has Synonym","10011224","Cough","LLT","MedDRA","18.1"
"C38003","Phlebitis","Has Synonym","10034879","Phlebitis","LLT","MedDRA","18.1"
"C35650","Upper Respiratory Tract Infection","Has Synonym","10046300","Upper respiratory infection","LLT","MedDRA","18.1"
"C35053","Syncope","Has Synonym","10042772","Syncope","LLT","MedDRA","18.1"
"C34830","Cardiomyopathy","Has Synonym","10007636","Cardiomyopathy","LLT","MedDRA","18.1"
"C3319","Pericardial Effusion","Has Synonym","10034474","Pericardial effusion","LLT","MedDRA","18.1"
"C3344","Pruritus","Has Synonym","10037087","Pruritus","LLT","MedDRA","18.1"
"C3349","Radiation-Induced Dermatitis","Has Synonym","10061103","Dermatitis radiation","LLT","MedDRA","18.1"
"C26740","Dehydration","Has Synonym","10012174","Dehydration","LLT","MedDRA","18.1"
"C26828","Meningitis","Has Synonym","10027199","Meningitis","LLT","MedDRA","18.1"
"C26682","Abdominal Pain","Has Synonym","10000081","Abdominal pain","LLT","MedDRA","18.1"
"C26686","Abscess","Has Synonym","10000269","Abscess","LLT","MedDRA","18.1"
"C3094","Hemoptysis","Has Synonym","10019523","Hemoptysis","LLT","MedDRA","18.1"
"C78498","Fecal Incontinence","Has Synonym","10016296","Fecal incontinence","LLT","MedDRA","18.1"
"C143649","Libido Decreased, CTCAE","Has Synonym","10024419","Libido decreased","LLT","MedDRA","20.1"
"C143393","Cystitis Noninfective, CTCAE","Has Synonym","10063057","Cystitis noninfective","LLT","MedDRA","20.1"
"C143435","Ejaculation Disorder, CTCAE","Has Synonym","10014326","Ejaculation disorder","LLT","MedDRA","20.1"
"C143549","Hot Flashes, CTCAE","Has Synonym","10020407","Hot flashes","LLT","MedDRA","20.1"
"C143482","Fecal Incontinence, CTCAE","Has Synonym","10016296","Fecal incontinence","LLT","MedDRA","20.1"
"C143532","Hematuria, CTCAE","Has Synonym","10019450","Hematuria","LLT","MedDRA","20.1"
"C146685","Gynecomastia, CTCAE 5.0","Has Synonym","10018801","Gynecomastia","LLT","MedDRA","20.1"
"C146753","Fatigue, CTCAE 5.0","Has Synonym","10016256","Fatigue","LLT","MedDRA","20.1"
"C146631","Rectal Pain, CTCAE 5.0","Has Synonym","10038072","Rectal pain","LLT","MedDRA","20.1"
"C146786","Urinary Incontinence, CTCAE 5.0","Has Synonym","10046543","Urinary incontinence","LLT","MedDRA","20.1"
"C146698","Bladder Spasm, CTCAE 5.0","Has Synonym","10048994","Bladder spasm","LLT","MedDRA","20.1"
"C146634","Rectal Perforation, CTCAE 5.0","Has Synonym","10038073","Rectal perforation","LLT","MedDRA","20.1"
"C146738","Hemorrhoids, CTCAE 5.0","Has Synonym","10019611","Hemorrhoids","LLT","MedDRA","20.1"
"C143906","Urinary Tract Pain, CTCAE","Has Synonym","10062225","Urinary tract pain","LLT","MedDRA","20.1"
"C143905","Urinary Tract Obstruction, CTCAE","Has Synonym","10061574","Urinary tract obstruction","LLT","MedDRA","20.1"
"C143802","Rectal Mucositis, CTCAE","Has Synonym","10063190","Rectal mucositis","LLT","MedDRA","20.1"
"C143901","Urinary Frequency, CTCAE","Has Synonym","10046539","Urinary frequency","LLT","MedDRA","20.1"
"C143803","Rectal Stenosis, CTCAE","Has Synonym","10038079","Rectal stenosis","LLT","MedDRA","20.1"
"C143907","Urinary Urgency, CTCAE","Has Synonym","10046593","Urinary urgency","LLT","MedDRA","20.1"
"C143900","Urinary Fistula, CTCAE","Has Synonym","10065368","Urinary fistula","LLT","MedDRA","20.1"
"C34815","Menstrual Disorder","Has Synonym","10027327","Menstrual disorder","LLT","MedDRA","18.1"
"C26815","Progressive Multifocal Leukoencephalopathy","Has Synonym","10036807","Progressive multifocal leukoencephalopathy","LLT","MedDRA","18.1"
"C55069","Restrictive Cardiomyopathy, CTCAE","Has Synonym","10038748","Restrictive cardiomyopathy","LLT","MedDRA","20.1"
"C54938","Sick Sinus Syndrome, CTCAE","Has Synonym","10040639","Sick sinus syndrome","LLT","MedDRA","20.1"
"C55060","Hypertension, CTCAE","Has Synonym","10020772","Hypertension","LLT","MedDRA","20.1"
"C55067","Pericarditis, CTCAE","Has Synonym","10034484","Pericarditis","LLT","MedDRA","20.1"
"C54945","Supraventricular Tachycardia, CTCAE","Has Synonym","10042604","Supraventricular tachycardia","LLT","MedDRA","20.1"
"C54768","Atrial Flutter, CTCAE","Has Synonym","10003662","Atrial flutter","LLT","MedDRA","20.1"
"C54767","Atrial Fibrillation, CTCAE","Has Synonym","10003658","Atrial fibrillation","LLT","MedDRA","20.1"
"C55070","Right Ventricular Dysfunction, CTCAE","Has Synonym","10058597","Right ventricular dysfunction","LLT","MedDRA","20.1"
"C54940","Sinus Bradycardia, CTCAE","Has Synonym","10040741","Sinus bradycardia","LLT","MedDRA","20.1"
"C54935","Palpitations, CTCAE","Has Synonym","10033557","Palpitations","LLT","MedDRA","20.1"
"C55061","Hypotension, CTCAE","Has Synonym","10021097","Hypotension","LLT","MedDRA","20.1"
"C54741","Vasculitis, CTCAE","Has Synonym","10047115","Vasculitis","LLT","MedDRA","20.1"
"C55068","Pulmonary Hypertension, CTCAE","Has Synonym","10037400","Pulmonary hypertension","LLT","MedDRA","20.1"
"C58027","Chylothorax, CTCAE","Has Synonym","10051228","Chylothorax","LLT","MedDRA","20.1"
"C57901","Cheilitis, CTCAE","Has Synonym","10008417","Cheilitis","LLT","MedDRA","20.1"
"C58399","Pelvic Soft Tissue Necrosis, CTCAE","Has Synonym","10065793","Pelvic soft tissue necrosis","LLT","MedDRA","20.1"
"C58188","Hypoxia, CTCAE","Has Synonym","10021143","Hypoxia","LLT","MedDRA","20.1"
"C58006","Pruritus, CTCAE","Has Synonym","10037087","Pruritus","LLT","MedDRA","20.1"
"C58005","Photosensitivity, CTCAE","Has Synonym","10034966","Photosensitivity","LLT","MedDRA","20.1"
"C57900","Burn, CTCAE","Has Synonym","10006634","Burn","LLT","MedDRA","20.1"
"C58401","Seroma, CTCAE","Has Synonym","10040102","Seroma","LLT","MedDRA","20.1"
"C58020","Adult Respiratory Distress Syndrome, CTCAE","Has Synonym","10001409","Adult respiratory distress syndrome","LLT","MedDRA","20.1"
"C57896","Vomiting, CTCAE","Has Synonym","10047700","Vomiting","LLT","MedDRA","20.1"
"C58382","Fracture, CTCAE","Has Synonym","10017076","Fracture","LLT","MedDRA","20.1"
"C58019","Urticaria, CTCAE","Has Synonym","10046735","Urticaria","LLT","MedDRA","20.1"
"C58205","Tracheal Fistula, CTCAE","Has Synonym","10065787","Tracheal fistula","LLT","MedDRA","20.1"
"C57868","Salivary Gland Fistula, CTCAE","Has Synonym","10039411","Salivary gland fistula","LLT","MedDRA","20.1"
"C58394","Neck Soft Tissue Necrosis, CTCAE","Has Synonym","10065781","Neck soft tissue necrosis","LLT","MedDRA","20.1"
"C58190","Laryngeal Fistula, CTCAE","Has Synonym","10065786","Laryngeal fistula","LLT","MedDRA","20.1"
"C58185","Dyspnea, CTCAE","Has Synonym","10013963","Dyspnea","LLT","MedDRA","20.1"
"C57996","Dry Skin, CTCAE","Has Synonym","10013786","Dry skin","LLT","MedDRA","20.1"
"C57898","Alopecia, CTCAE","Has Synonym","10001760","Alopecia","LLT","MedDRA","20.1"
"C58404","Trismus, CTCAE","Has Synonym","10044684","Trismus","LLT","MedDRA","20.1"
"C57864","Rectal Obstruction, CTCAE","Has Synonym","10065707","Rectal obstruction","LLT","MedDRA","20.1"
"C58022","Atelectasis, CTCAE","Has Synonym","10003598","Atelectasis","LLT","MedDRA","20.1"
"C58201","Pneumothorax, CTCAE","Has Synonym","10035759","Pneumothorax","LLT","MedDRA","20.1"
"C57863","Rectal Necrosis, CTCAE","Has Synonym","10065709","Rectal necrosis","LLT","MedDRA","20.1"
"C58028","Cough, CTCAE","Has Synonym","10011224","Cough","LLT","MedDRA","20.1"
"C58383","Head Soft Tissue Necrosis, CTCAE","Has Synonym","10065779","Head soft tissue necrosis","LLT","MedDRA","20.1"
"C55906","Blurred Vision, CTCAE","Has Synonym","10005886","Blurred vision","LLT","MedDRA","20.1"
"C55338","Weight Gain, CTCAE","Has Synonym","10047896","Weight gain","LLT","MedDRA","20.1"
"C55459","Myelitis, CTCAE","Has Synonym","10028524","Myelitis","LLT","MedDRA","20.1"
"C55891","Retinopathy, CTCAE","Has Synonym","10038923","Retinopathy","LLT","MedDRA","20.1"
"C55901","Uveitis, CTCAE","Has Synonym","10046851","Uveitis","LLT","MedDRA","20.1"
"C55705","Lymphocele, CTCAE","Has Synonym","10048642","Lymphocele","LLT","MedDRA","20.1"
"C55332","Hypothermia, CTCAE","Has Synonym","10021113","Hypothermia","LLT","MedDRA","20.1"
"C55401","Hydrocephalus, CTCAE","Has Synonym","10020508","Hydrocephalus","LLT","MedDRA","20.1"
"C55334","Obesity, CTCAE","Has Synonym","10029883","Obesity","LLT","MedDRA","20.1"
"C55339","Weight Loss, CTCAE","Has Synonym","10047900","Weight loss","LLT","MedDRA","20.1"
"C55742","Delayed Puberty, CTCAE","Has Synonym","10012205","Delayed puberty","LLT","MedDRA","20.1"
"C55842","Glaucoma, CTCAE","Has Synonym","10018304","Glaucoma","LLT","MedDRA","20.1"
"C55847","Keratitis, CTCAE","Has Synonym","10023332","Keratitis","LLT","MedDRA","20.1"
"C55993","Iron Overload, CTCAE","Has Synonym","10065973","Iron overload","LLT","MedDRA","20.1"
"C55273","Disseminated Intravascular Coagulation, CTCAE","Has Synonym","10013442","Disseminated intravascular coagulation","LLT","MedDRA","20.1"
"C55748","Adrenal Insufficiency, CTCAE","Has Synonym","10001367","Adrenal insufficiency","LLT","MedDRA","20.1"
"C55992","Hemolysis, CTCAE","Has Synonym","10019491","Hemolysis","LLT","MedDRA","20.1"
"C55340","Apnea, CTCAE","Has Synonym","10002972","Apnea","LLT","MedDRA","20.1"
"C57845","Pancreatic Fistula, CTCAE","Has Synonym","10049192","Pancreatic fistula","LLT","MedDRA","20.1"
"C57823","Ileal Obstruction, CTCAE","Has Synonym","10065730","Ileal obstruction","LLT","MedDRA","20.1"
"C57849","Periodontal Disease, CTCAE","Has Synonym","10034536","Periodontal disease","LLT","MedDRA","20.1"
"C57810","Gallbladder Obstruction, CTCAE","Has Synonym","10017636","Gallbladder obstruction","LLT","MedDRA","20.1"
"C57850","Peritoneal Necrosis, CTCAE","Has Synonym","10065704","Peritoneal necrosis","LLT","MedDRA","20.1"
"C57855","Pharyngeal Necrosis, CTCAE","Has Synonym","10065706","Pharyngeal necrosis","LLT","MedDRA","20.1"
"C57829","Jejunal Obstruction, CTCAE","Has Synonym","10065732","Jejunal obstruction","LLT","MedDRA","20.1"
"C57797","Esophagitis, CTCAE","Has Synonym","10015461","Esophagitis","LLT","MedDRA","20.1"
"C57789","Duodenal Fistula, CTCAE","Has Synonym","10013828","Duodenal fistula","LLT","MedDRA","20.1"
"C57104","Vaginal Fistula, CTCAE","Has Synonym","10065813","Vaginal fistula","LLT","MedDRA","20.1"
"C57134","Colitis, CTCAE","Has Synonym","10009887","Colitis","LLT","MedDRA","20.1"
