Source Code	Source Name	Source Coding Scheme	Source Coding Scheme Version	Source Coding Scheme Namespace	Association Name	REL	Map Rank	Target Code	Target Name	Target Coding Scheme	Target Coding Scheme Version	Target Coding Scheme Namespace
A20	Plague	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10035148	Plague	MedDRA	23.1	MedDRA
A20.0	Bubonic plague	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10006520	Bubonic plague	MedDRA	23.1	MedDRA
A20.1	Cellulocutaneous plague	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10007924	Cellulocutaneous plague	MedDRA	23.1	MedDRA
A20.2	Pneumonic plague	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10053026	Pneumonic plague	MedDRA	23.1	MedDRA
A20.3	Plague meningitis	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10080431	Yersinia meningitis	MedDRA	23.1	MedDRA
A20.7	Septicaemic plague	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10040088	Septicaemic plague	MedDRA	23.1	MedDRA
A20.8	Other forms of plague	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10035148	Plague	MedDRA	23.1	MedDRA
A20.9	"Plague, unspecified"	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10035149	"Plague, unspecified"	MedDRA	23.1	MedDRA
A21	Tularaemia	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10045146	Tularaemia	MedDRA	23.1	MedDRA
A21.0	Ulceroglandular tularaemia	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10060428	Ulceroglandular tularaemia	MedDRA	23.1	MedDRA
A21.1	Oculoglandular tularaemia	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10060403	Oculoglandular tularaemia	MedDRA	23.1	MedDRA
A21.2	Pulmonary tularaemia	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10060408	Pulmonary tularaemia	MedDRA	23.1	MedDRA
A21.3	Gastrointestinal tularaemia	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10060370	Enteric tularaemia	MedDRA	23.1	MedDRA
A21.7	Generalized tularaemia	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10080448	Generalized tularemia	MedDRA	23.1	MedDRA
A21.8	Other forms of tularaemia	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10045146	Tularaemia	MedDRA	23.1	MedDRA
A21.9	"Tularaemia, unspecified"	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10060438	Unspecified tularaemia	MedDRA	23.1	MedDRA
A22	Anthrax	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10002713	Anthrax	MedDRA	23.1	MedDRA
A22.0	Cutaneous anthrax	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10011660	Cutaneous anthrax	MedDRA	23.1	MedDRA
A22.1	Pulmonary anthrax	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10037321	Pulmonary anthrax	MedDRA	23.1	MedDRA
A22.2	Gastrointestinal anthrax	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10017931	Gastrointestinal anthrax	MedDRA	23.1	MedDRA
A22.7	Anthrax sepsis	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10058873	Anthrax sepsis	MedDRA	23.1	MedDRA
A22.8	Other forms of anthrax	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10002713	Anthrax	MedDRA	23.1	MedDRA
A22.9	"Anthrax, unspecified"	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10002716	"Anthrax, unspecified"	MedDRA	23.1	MedDRA
A23	Brucellosis	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10006500	Brucellosis	MedDRA	23.1	MedDRA
A23.0	Brucellosis due to Brucella melitensis	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10006497	Brucella melitensis infection	MedDRA	23.1	MedDRA
A23.1	Brucellosis due to Brucella abortus	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10006493	Brucella abortus infection	MedDRA	23.1	MedDRA
A23.2	Brucellosis due to Brucella suis	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10006499	Brucella suis infection	MedDRA	23.1	MedDRA
A23.3	Brucellosis due to Brucella canis	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10006494	Brucella canis	MedDRA	23.1	MedDRA
A23.8	Other brucellosis	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10006500	Brucellosis	MedDRA	23.1	MedDRA
A23.9	"Brucellosis, unspecified"	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10006500	Brucellosis	MedDRA	23.1	MedDRA
A24	Glanders and melioidosis	ICD-10	2019	ICD-10	Loss of Information	Loss of Information	1	10073031	Burkholderia infection	MedDRA	23.1	MedDRA
A24.0	Glanders	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10018298	Glanders	MedDRA	23.1	MedDRA
A24.1	Acute and fulminating melioidosis	ICD-10	2019	ICD-10	Loss of Information	Loss of Information	1	10027165	Melioidosis	MedDRA	23.1	MedDRA
A24.2	Subacute and chronic melioidosis	ICD-10	2019	ICD-10	Loss of Information	Loss of Information	1	10027165	Melioidosis	MedDRA	23.1	MedDRA
A24.3	Other melioidosis	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10027165	Melioidosis	MedDRA	23.1	MedDRA
A24.4	"Melioidosis, unspecified"	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10027165	Melioidosis	MedDRA	23.1	MedDRA
A25	Rat-bite fevers	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10037904	Rat-bite fever	MedDRA	23.1	MedDRA
A25.0	Spirillosis	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10037906	Rat-bite spirillary fever	MedDRA	23.1	MedDRA
A25.1	Streptobacillosis	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10037907	Rat-bite streptobacillary fever	MedDRA	23.1	MedDRA
A25.9	"Rat-bite fever, unspecified"	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10037905	Rat-bite fever unspecified	MedDRA	23.1	MedDRA
A26	Erysipeloid	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10015146	Erysipeloid	MedDRA	23.1	MedDRA
A26.0	Cutaneous erysipeloid	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10015146	Erysipeloid	MedDRA	23.1	MedDRA
A26.7	Erysipelothrix sepsis	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10080432	Erysipelothrix sepsis	MedDRA	23.1	MedDRA
A26.8	Other forms of erysipeloid	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10015146	Erysipeloid	MedDRA	23.1	MedDRA
A26.9	"Erysipeloid, unspecified"	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10015146	Erysipeloid	MedDRA	23.1	MedDRA
A27	Leptospirosis	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10024238	Leptospirosis	MedDRA	23.1	MedDRA
A27.0	Leptospirosis icterohaemorrhagica	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10024239	Leptospirosis icterohaemorrhagica	MedDRA	23.1	MedDRA
A27.8	Other forms of leptospirosis	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10024238	Leptospirosis	MedDRA	23.1	MedDRA
A27.9	"Leptospirosis, unspecified"	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10024241	"Leptospirosis, unspecified"	MedDRA	23.1	MedDRA
A28	"Other zoonotic bacterial diseases, not elsewhere classified"	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10061417	Zoonotic bacterial infection	MedDRA	23.1	MedDRA
A28.0	Pasteurellosis	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10034113	Pasteurellosis	MedDRA	23.1	MedDRA
A28.1	Cat-scratch disease	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10007731	Cat-scratch disease	MedDRA	23.1	MedDRA
A28.2	Extraintestinal yersiniosis	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10080444	Extraintestinal yersiniosis	MedDRA	23.1	MedDRA
A28.8	"Other specified zoonotic bacterial diseases, not elsewhere classified"	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10061417	Zoonotic bacterial infection	MedDRA	23.1	MedDRA
A28.9	"Zoonotic bacterial disease, unspecified"	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10061417	Zoonotic bacterial infection	MedDRA	23.1	MedDRA
A30	Leprosy [Hansen disease]	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10024229	Leprosy	MedDRA	23.1	MedDRA
