Source Code	Source Name	Source Coding Scheme	Source Coding Scheme Version	Source Coding Scheme Namespace	Association Name	REL	Map Rank	Target Code	Target Name	Target Coding Scheme	Target Coding Scheme Version	Target Coding Scheme Namespace
MA:0000015	muscle organ	MA	Jul-16	MA	mapsTo	mapsTo	1	C13056	Muscle	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000016	nervous system	MA	Jul-16	MA	mapsTo	mapsTo	1	C12755	Nervous System	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000017	sensory organ	MA	Jul-16	MA	mapsTo	mapsTo	1	C33224	Organ of Special Sense	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000018	skeletal system	MA	Jul-16	MA	mapsTo	mapsTo	1	C12788	Skeletal System	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000019	visceral organ system	MA	Jul-16	MA	mapsTo	mapsTo	1	C28287	Viscera	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000020	back of trunk	MA	Jul-16	MA	mapsTo	mapsTo	1	C13062	Back	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000022	thoracic segment of trunk	MA	Jul-16	MA	mapsTo	mapsTo	1	C12799	Thorax	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000023	head	MA	Jul-16	MA	mapsTo	mapsTo	1	C12419	Head	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000024	neck	MA	Jul-16	MA	mapsTo	mapsTo	1	C13063	Neck	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000025	forelimb	MA	Jul-16	MA	mapsTo	mapsTo	1	C12671	Upper Extremity	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000026	hindlimb	MA	Jul-16	MA	mapsTo	mapsTo	1	C12742	Lower Extremity	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000029	abdomen	MA	Jul-16	MA	mapsTo	mapsTo	1	C12664	Abdomen	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000030	pelvis	MA	Jul-16	MA	mapsTo	mapsTo	1	C12767	Pelvis	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000031	chest	MA	Jul-16	MA	mapsTo	mapsTo	1	C25389	Chest	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000032	thoracic cavity	MA	Jul-16	MA	mapsTo	mapsTo	1	C12905	Thoracic Cavity	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000033	arm	MA	Jul-16	MA	mapsTo	mapsTo	1	C32141	Arm	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000034	lower arm	MA	Jul-16	MA	mapsTo	mapsTo	1	C32628	Forearm	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000037	hand	MA	Jul-16	MA	mapsTo	mapsTo	1	C32712	Hand	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000038	shoulder	MA	Jul-16	MA	mapsTo	mapsTo	1	C25203	Shoulder	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000041	hand digit	MA	Jul-16	MA	mapsTo	mapsTo	1	C32608	Finger	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000044	foot	MA	Jul-16	MA	mapsTo	mapsTo	1	C32622	Foot	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000045	hip	MA	Jul-16	MA	mapsTo	mapsTo	1	C64193	Hip	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000047	leg	MA	Jul-16	MA	mapsTo	mapsTo	1	C32974	Leg	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000048	foot digit	MA	Jul-16	MA	mapsTo	mapsTo	1	C33788	Toe	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000052	upper leg	MA	Jul-16	MA	mapsTo	mapsTo	1	C33763	Thigh	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000053	pericardial cavity	MA	Jul-16	MA	mapsTo	mapsTo	1	C38662	Pericardial Cavity	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000054	peritoneal cavity	MA	Jul-16	MA	mapsTo	mapsTo	1	C12769	Peritoneal Cavity	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000055	pleural cavity	MA	Jul-16	MA	mapsTo	mapsTo	1	C12840	Pleural Cavity	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000057	brown adipose tissue	MA	Jul-16	MA	mapsTo	mapsTo	1	C32235	Brown Adipose Tissue	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000058	white adipose tissue	MA	Jul-16	MA	mapsTo	mapsTo	1	C33889	White Adipose Tissue	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000059	blood	MA	Jul-16	MA	mapsTo	mapsTo	1	C12434	Blood	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000060	blood vessel	MA	Jul-16	MA	mapsTo	mapsTo	1	C12679	Blood Vessel	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000062	aorta	MA	Jul-16	MA	mapsTo	mapsTo	1	C12669	Aorta	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000063	arteriole	MA	Jul-16	MA	mapsTo	mapsTo	1	C12672	Arteriole	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000064	artery	MA	Jul-16	MA	mapsTo	mapsTo	1	C12372	Artery	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000065	capillary	MA	Jul-16	MA	mapsTo	mapsTo	1	C32212	Blood Capillary	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000067	vein	MA	Jul-16	MA	mapsTo	mapsTo	1	C12814	Vein	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000068	vena cava	MA	Jul-16	MA	mapsTo	mapsTo	1	C12817	Vena Cava	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000070	venous sinus	MA	Jul-16	MA	mapsTo	mapsTo	1	C12877	Venous Sinus	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000071	venule	MA	Jul-16	MA	mapsTo	mapsTo	1	C12818	Venule	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000072	heart	MA	Jul-16	MA	mapsTo	mapsTo	1	C12727	Heart	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000073	heart atrium	MA	Jul-16	MA	mapsTo	mapsTo	1	C12728	Cardiac Atrium	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000074	heart left atrium	MA	Jul-16	MA	mapsTo	mapsTo	1	C12869	Left Atrium	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000075	heart right atrium	MA	Jul-16	MA	mapsTo	mapsTo	1	C12868	Right Atrium	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000076	heart endocardium	MA	Jul-16	MA	mapsTo	mapsTo	1	C13004	Endocardium	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000083	heart septum	MA	Jul-16	MA	mapsTo	mapsTo	1	C49485	Heart Septum	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000084	interatrial septum	MA	Jul-16	MA	mapsTo	mapsTo	1	C32818	Interatrial Septum	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000085	heart interventricular septum	MA	Jul-16	MA	mapsTo	mapsTo	1	C32874	Interventricular Septum	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000086	heart valve	MA	Jul-16	MA	mapsTo	mapsTo	1	C12729	Cardiac Valve	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000087	aortic valve	MA	Jul-16	MA	mapsTo	mapsTo	1	C12670	Aortic Valve	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000088	mitral valve	MA	Jul-16	MA	mapsTo	mapsTo	1	C12753	Mitral Valve	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000089	pulmonary valve	MA	Jul-16	MA	mapsTo	mapsTo	1	C12775	Pulmonary Valve	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000090	tricuspid valve	MA	Jul-16	MA	mapsTo	mapsTo	1	C12805	Tricuspid Valve	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000091	heart ventricle	MA	Jul-16	MA	mapsTo	mapsTo	1	C12730	Cardiac Ventricle	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000092	heart left ventricle	MA	Jul-16	MA	mapsTo	mapsTo	1	C12871	Left Ventricle	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000093	heart right ventricle	MA	Jul-16	MA	mapsTo	mapsTo	1	C12870	Right Ventricle	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000095	atrioventricular node	MA	Jul-16	MA	mapsTo	mapsTo	1	C32161	Atrioventricular Node	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000096	purkinje fiber	MA	Jul-16	MA	mapsTo	mapsTo	1	C33430	Purkinje Fiber	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000097	sinoatrial node	MA	Jul-16	MA	mapsTo	mapsTo	1	C33555	Sinoatrial Node	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000099	pericardium	MA	Jul-16	MA	mapsTo	mapsTo	1	C13005	Pericardium	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000103	truncus arteriosus	MA	Jul-16	MA	mapsTo	mapsTo	1	C34317	Trancus Arteriosus	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000104	cartilage tissue	MA	Jul-16	MA	mapsTo	mapsTo	1	C12373	Cartilage	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000106	costal cartilage	MA	Jul-16	MA	mapsTo	mapsTo	1	C32391	Costal Cartilage	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000107	elastic cartilage	MA	Jul-16	MA	mapsTo	mapsTo	1	C32494	Elastic Cartilage	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000108	fibrocartilage	MA	Jul-16	MA	mapsTo	mapsTo	1	C32599	Fibrocartilage	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000109	hyaline cartilage	MA	Jul-16	MA	mapsTo	mapsTo	1	C32746	Hyaline Cartilage	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000110	intervertebral disc	MA	Jul-16	MA	mapsTo	mapsTo	1	C49571	Intervertebral Disc	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000113	ligament	MA	Jul-16	MA	mapsTo	mapsTo	1	C13046	Ligament	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000114	synovium	MA	Jul-16	MA	mapsTo	mapsTo	1	C12473	Synovial Membrane	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000115	tendon	MA	Jul-16	MA	mapsTo	mapsTo	1	C13045	Tendon	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000116	adrenal gland	MA	Jul-16	MA	mapsTo	mapsTo	1	C12666	Adrenal Gland	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000117	adrenal gland capsule	MA	Jul-16	MA	mapsTo	mapsTo	1	C32050	Adrenal Gland Capsule	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000118	adrenal gland cortex	MA	Jul-16	MA	mapsTo	mapsTo	1	C12396	Adrenal Cortex	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000119	adrenal gland medulla	MA	Jul-16	MA	mapsTo	mapsTo	1	C12397	Adrenal Medulla	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000120	pancreas	MA	Jul-16	MA	mapsTo	mapsTo	1	C12393	Pancreas	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000121	pancreas body	MA	Jul-16	MA	mapsTo	mapsTo	1	C12270	Body of the Pancreas	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000122	pancreas head	MA	Jul-16	MA	mapsTo	mapsTo	1	C12269	Head of the Pancreas	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000123	pancreas tail	MA	Jul-16	MA	mapsTo	mapsTo	1	C12271	Tail of the Pancreas	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000124	pancreatic duct	MA	Jul-16	MA	mapsTo	mapsTo	1	C12272	Pancreatic Duct	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000127	pancreatic islet	MA	Jul-16	MA	mapsTo	mapsTo	1	C12608	Islet of Langerhans	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000128	parathyroid gland	MA	Jul-16	MA	mapsTo	mapsTo	1	C12765	Parathyroid Gland	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000129	thyroid gland	MA	Jul-16	MA	mapsTo	mapsTo	1	C12400	Thyroid Gland	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000130	thyroglossal duct	MA	Jul-16	MA	mapsTo	mapsTo	1	C49783	Thyroglossal Duct	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000131	thyroid gland lobe	MA	Jul-16	MA	mapsTo	mapsTo	1	C33784	Thyroid Gland Lobe	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000133	cerebral hemisphere	MA	Jul-16	MA	mapsTo	mapsTo	1	C12351	Cerebral Hemisphere	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000134	bone marrow	MA	Jul-16	MA	mapsTo	mapsTo	1	C12431	Bone Marrow	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000135	bronchus associated lymphoid tissue	MA	Jul-16	MA	mapsTo	mapsTo	1	C32234	Bronchus-Associated Lymphoid Tissue	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000136	gut associated lymphoid tissue	MA	Jul-16	MA	mapsTo	mapsTo	1	C12936	Gut-Associated Lymphoid Tissue	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000137	peyer's patch	MA	Jul-16	MA	mapsTo	mapsTo	1	C12771	Peyer Patch	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000138	lymphatic vessel	MA	Jul-16	MA	mapsTo	mapsTo	1	C33038	Lymphatic Vessel	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000139	lymph node	MA	Jul-16	MA	mapsTo	mapsTo	1	C12745	Lymph Node	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000140	mucosa associated lymphoid tissue	MA	Jul-16	MA	mapsTo	mapsTo	1	C12910	Mucosa-Associated Lymphoid Tissue	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000141	spleen	MA	Jul-16	MA	mapsTo	mapsTo	1	C12432	Spleen	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000142	thymus	MA	Jul-16	MA	mapsTo	mapsTo	1	C12433	Thymus Gland	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000143	tonsil	MA	Jul-16	MA	mapsTo	mapsTo	1	C12802	Tonsil	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000145	mammary gland	MA	Jul-16	MA	mapsTo	mapsTo	1	C12971	Breast	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000147	apocrine sweat gland	MA	Jul-16	MA	mapsTo	mapsTo	1	C32132	Apocrine Sweat Gland	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000149	pilosebaceous gland	MA	Jul-16	MA	mapsTo	mapsTo	1	C33519	Sebaceous Gland	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000150	sweat gland	MA	Jul-16	MA	mapsTo	mapsTo	1	C33712	Sweat Gland	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000151	skin	MA	Jul-16	MA	mapsTo	mapsTo	1	C12470	Skin	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000152	dermis	MA	Jul-16	MA	mapsTo	mapsTo	1	C12701	Dermis	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000153	epidermis	MA	Jul-16	MA	mapsTo	mapsTo	1	C12708	Epidermis	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000154	hair follicle	MA	Jul-16	MA	mapsTo	mapsTo	1	C13317	Hair Follicle	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000155	coat hair	MA	Jul-16	MA	mapsTo	mapsTo	1	C32705	Hair	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000159	hair shaft	MA	Jul-16	MA	mapsTo	mapsTo	1	C33543	Shaft of the Hair	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000161	coat hair bulb	MA	Jul-16	MA	mapsTo	mapsTo	1	C32706	Hair Bulb	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000164	myocardium	MA	Jul-16	MA	mapsTo	mapsTo	1	C12371	Myocardium	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000166	smooth muscle tissue	MA	Jul-16	MA	mapsTo	mapsTo	1	C12437	Smooth Muscle Tissue	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000167	central nervous system	MA	Jul-16	MA	mapsTo	mapsTo	1	C12438	Central Nervous System	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000168	brain	MA	Jul-16	MA	mapsTo	mapsTo	1	C12439	Brain	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000169	brainstem	MA	Jul-16	MA	mapsTo	mapsTo	1	C12441	Brain Stem	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000170	forebrain	MA	Jul-16	MA	mapsTo	mapsTo	1	C40185	Forebrain	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000171	diencephalon	MA	Jul-16	MA	mapsTo	mapsTo	1	C12456	Diencephalon	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000172	epithalamus	MA	Jul-16	MA	mapsTo	mapsTo	1	C12457	Epithalamus	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000173	hypothalamus	MA	Jul-16	MA	mapsTo	mapsTo	1	C12458	Hypothalamus	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000174	mammillary body	MA	Jul-16	MA	mapsTo	mapsTo	1	C33052	Mamillary Body	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000175	pineal gland	MA	Jul-16	MA	mapsTo	mapsTo	1	C12398	Pineal Gland	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000176	pituitary gland	MA	Jul-16	MA	mapsTo	mapsTo	1	C12399	Pituitary Gland	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000177	adenohypophysis	MA	Jul-16	MA	mapsTo	mapsTo	1	C12772	Anterior Lobe of the Pituitary Gland	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000178	neurohypophysis	MA	Jul-16	MA	mapsTo	mapsTo	1	C12773	Posterior Lobe of the Pituitary Gland	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000179	thalamus	MA	Jul-16	MA	mapsTo	mapsTo	1	C12459	Thalamus	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000180	dorsal thalamus	MA	Jul-16	MA	mapsTo	mapsTo	1	C52717	Dorsal Thalamus	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000181	ventral thalamus	MA	Jul-16	MA	mapsTo	mapsTo	1	C52731	Ventral Thalamus	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000182	3rd ventricle	MA	Jul-16	MA	mapsTo	mapsTo	1	C12827	Third Ventricle	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000183	telencephalon	MA	Jul-16	MA	mapsTo	mapsTo	1	C12512	Supratentorial Brain	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000184	basal ganglia	MA	Jul-16	MA	mapsTo	mapsTo	1	C12447	Basal Ganglia	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000185	cerebral cortex	MA	Jul-16	MA	mapsTo	mapsTo	1	C12443	Cerebral Cortex	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000186	neocortex layer	MA	Jul-16	MA	mapsTo	mapsTo	1	C49136	Cortical Cell Layer of the Cerebral Cortex	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000188	corpus callosum	MA	Jul-16	MA	mapsTo	mapsTo	1	C12446	Corpus Callosum	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000190	dentate gyrus	MA	Jul-16	MA	mapsTo	mapsTo	1	C32452	Dentate Gyrus	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000191	hippocampus	MA	Jul-16	MA	mapsTo	mapsTo	1	C12444	Hippocampus	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000192	lateral ventricle	MA	Jul-16	MA	mapsTo	mapsTo	1	C12834	Lateral Ventricle	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000194	main olfactory bulb	MA	Jul-16	MA	mapsTo	mapsTo	1	C28401	Olfactory Bulb	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000195	hindbrain	MA	Jul-16	MA	mapsTo	mapsTo	1	C40336	Hind-Brain	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000196	4th ventricle	MA	Jul-16	MA	mapsTo	mapsTo	1	C12828	Fourth Ventricle	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000198	cerebellum	MA	Jul-16	MA	mapsTo	mapsTo	1	C12445	Cerebellum	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000199	cerebellar cortex	MA	Jul-16	MA	mapsTo	mapsTo	1	C49216	Cerebellar Cortex	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000200	cerebellum hemisphere	MA	Jul-16	MA	mapsTo	mapsTo	1	C32726	Hemisphere of the Cerebellum	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000201	cerebellar layer	MA	Jul-16	MA	mapsTo	mapsTo	1	C49137	Cortical Cell Layer of the Cerebellum	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000202	cerebellum vermis	MA	Jul-16	MA	mapsTo	mapsTo	1	C33866	Vermis	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000204	pons	MA	Jul-16	MA	mapsTo	mapsTo	1	C12511	Pons Varolii	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000205	myelencephalon	MA	Jul-16	MA	mapsTo	mapsTo	1	C12442	Medulla Oblongata	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000206	medulla oblongata	MA	Jul-16	MA	mapsTo	mapsTo	1	C12442	Medulla Oblongata	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000207	midbrain	MA	Jul-16	MA	mapsTo	mapsTo	1	C12510	Mesencephalon	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000208	cerebral aqueduct	MA	Jul-16	MA	mapsTo	mapsTo	1	C32287	Cerebral Aqueduct	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000210	substantia nigra	MA	Jul-16	MA	mapsTo	mapsTo	1	C12453	Substantia Nigra	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000211	tectum	MA	Jul-16	MA	mapsTo	mapsTo	1	C12460	Tectum Mesencephali	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000215	cranial nerve	MA	Jul-16	MA	mapsTo	mapsTo	1	C12700	Cranial Nerve	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000216	spinal cord	MA	Jul-16	MA	mapsTo	mapsTo	1	C12464	Spinal Cord	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000217	nerve	MA	Jul-16	MA	mapsTo	mapsTo	1	C12466	Nerve	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000218	peripheral nervous system	MA	Jul-16	MA	mapsTo	mapsTo	1	C12465	Peripheral Nervous System	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000219	autonomic nervous system	MA	Jul-16	MA	mapsTo	mapsTo	1	C12673	Autonomic Nervous System	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000220	autonomic ganglion	MA	Jul-16	MA	mapsTo	mapsTo	1	C12720	Autonomic Ganglion	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000223	parasympathetic nervous system	MA	Jul-16	MA	mapsTo	mapsTo	1	C12764	Parasympathetic Nervous System	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000225	sympathetic nervous system	MA	Jul-16	MA	mapsTo	mapsTo	1	C12795	Sympathetic Nervous System	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000226	sympathetic ganglion	MA	Jul-16	MA	mapsTo	mapsTo	1	C12467	Sympathetic Ganglion	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000228	peripheral nerve	MA	Jul-16	MA	mapsTo	mapsTo	1	C12768	Peripheral Nerve	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000231	spinal ganglion	MA	Jul-16	MA	mapsTo	mapsTo	1	C12462	Dorsal Root Ganglion	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000232	dorsal root ganglion	MA	Jul-16	MA	mapsTo	mapsTo	1	C12462	Dorsal Root Ganglion	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000233	spinal nerve	MA	Jul-16	MA	mapsTo	mapsTo	1	C12792	Spinal Nerve	NCI_Thesaurus	23.02d	NCI_Thesaurus
MA:0000235	spinal nerve plexus	MA	Jul-16	MA	mapsTo	mapsTo	1	C49601	Spinal Nerve Plexus	NCI_Thesaurus	23.02d	NCI_Thesaurus
