"CODE","PT","RELATIONSHIP_TO_TARGET","TARGET_CODE","TARGET_TERM","TARGET_TERM_TYPE","TARGET_TERMINOLOGY","TARGET_TERMINOLOGY_VERSION"
"C4571","Malignant Respiratory System Neoplasm","Broader Than","C34.2","Malignant neoplasm: Middle lobe, bronchus or lung","PT","ICD10CM 2017","N/A"
"C4571","Malignant Respiratory System Neoplasm","Broader Than","C34.32","Malignant neoplasm of lower lobe, left bronchus or lung","PT","ICD10CM 2017","N/A"
"C4571","Malignant Respiratory System Neoplasm","Broader Than","C34.1","Malignant neoplasm: Upper lobe, bronchus or lung","PT","ICD10CM 2017","N/A"
"C4571","Malignant Respiratory System Neoplasm","Broader Than","C34.0","Malignant neoplasm: Main bronchus","PT","ICD10CM 2017","N/A"
"C4571","Malignant Respiratory System Neoplasm","Broader Than","C39.0","Malignant neoplasm: Upper respiratory tract, part unspecified","PT","ICD10CM 2017","N/A"
"C4571","Malignant Respiratory System Neoplasm","Broader Than","C34.31","Malignant neoplasm of lower lobe, right bronchus or lung","PT","ICD10CM 2017","N/A"
"C4571","Malignant Respiratory System Neoplasm","Broader Than","C34","Malignant neoplasm of bronchus and lung","PT","ICD10CM 2017","N/A"
"C4571","Malignant Respiratory System Neoplasm","Broader Than","C34.92","Malignant neoplasm of unspecified part of left bronchus or lung","PT","ICD10CM 2017","N/A"
"C4571","Malignant Respiratory System Neoplasm","Broader Than","C34.91","Malignant neoplasm of unspecified part of right bronchus or lung","PT","ICD10CM 2017","N/A"
"C4571","Malignant Respiratory System Neoplasm","Broader Than","C34.02","Malignant neoplasm of left main bronchus","PT","ICD10CM 2017","N/A"
"C4571","Malignant Respiratory System Neoplasm","Related To","C34.8","Malignant neoplasm: Overlapping lesion of bronchus and lung","PT","ICD10CM 2017","N/A"
"C4571","Malignant Respiratory System Neoplasm","Broader Than","C34.00","Malignant neoplasm of unspecified main bronchus","PT","ICD10CM 2017","N/A"
"C4571","Malignant Respiratory System Neoplasm","Related To","C34.81","Malignant neoplasm of overlapping sites of right bronchus and lung","PT","ICD10CM 2017","N/A"
"C4571","Malignant Respiratory System Neoplasm","Related To","C34.80","Malignant neoplasm of overlapping sites of unspecified bronchus and lung","PT","ICD10CM 2017","N/A"
"C4571","Malignant Respiratory System Neoplasm","Broader Than","C34.11","Malignant neoplasm of upper lobe, right bronchus or lung","PT","ICD10CM 2017","N/A"
"C4571","Malignant Respiratory System Neoplasm","Broader Than","C34.9","Malignant neoplasm: Bronchus or lung, unspecified","PT","ICD10CM 2017","N/A"
"C4571","Malignant Respiratory System Neoplasm","Broader Than","C34.90","Malignant neoplasm of unspecified part of unspecified bronchus or lung","PT","ICD10CM 2017","N/A"
"C4571","Malignant Respiratory System Neoplasm","Broader Than","C34.3","Malignant neoplasm: Lower lobe, bronchus or lung","PT","ICD10CM 2017","N/A"
"C4571","Malignant Respiratory System Neoplasm","Broader Than","C34.30","Malignant neoplasm of lower lobe, unspecified bronchus or lung","PT","ICD10CM 2017","N/A"
"C4571","Malignant Respiratory System Neoplasm","Broader Than","C34.12","Malignant neoplasm of upper lobe, left bronchus or lung","PT","ICD10CM 2017","N/A"
"C4571","Malignant Respiratory System Neoplasm","Broader Than","C34.10","Malignant neoplasm of upper lobe, unspecified bronchus or lung","PT","ICD10CM 2017","N/A"
"C4571","Malignant Respiratory System Neoplasm","Broader Than","C34.01","Malignant neoplasm of right main bronchus","PT","ICD10CM 2017","N/A"
"C4867","Malignant Soft Tissue Neoplasm","Related To","C49.11","Malignant neoplasm of connective and soft tissue of right upper limb, including shoulder","PT","ICD10CM 2017","N/A"
"C4867","Malignant Soft Tissue Neoplasm","Related To","C49.21","Malignant neoplasm of connective and soft tissue of right lower limb, including hip","PT","ICD10CM 2017","N/A"
"C4867","Malignant Soft Tissue Neoplasm","Related To","C49.9","Malignant neoplasm: Connective and soft tissue, unspecified","PT","ICD10CM 2017","N/A"
"C4867","Malignant Soft Tissue Neoplasm","Related To","C49.12","Malignant neoplasm of connective and soft tissue of left upper limb, including shoulder","PT","ICD10CM 2017","N/A"
"C4867","Malignant Soft Tissue Neoplasm","Related To","C49.20","Malignant neoplasm of connective and soft tissue of unspecified lower limb, including hip","PT","ICD10CM 2017","N/A"
"C4867","Malignant Soft Tissue Neoplasm","Related To","C49.1","Malignant neoplasm: Connective and soft tissue of upper limb, including shoulder","PT","ICD10CM 2017","N/A"
"C4867","Malignant Soft Tissue Neoplasm","Narrower Than","C49","Malignant neoplasm of other connective and soft tissue","PT","ICD10CM 2017","N/A"
"C4867","Malignant Soft Tissue Neoplasm","Related To","C49.3","Malignant neoplasm: Connective and soft tissue of thorax","PT","ICD10CM 2017","N/A"
"C4867","Malignant Soft Tissue Neoplasm","Related To","C49.5","Malignant neoplasm: Connective and soft tissue of pelvis","PT","ICD10CM 2017","N/A"
"C4867","Malignant Soft Tissue Neoplasm","Related To","C49.22","Malignant neoplasm of connective and soft tissue of left lower limb, including hip","PT","ICD10CM 2017","N/A"
"C4867","Malignant Soft Tissue Neoplasm","Related To","C49.10","Malignant neoplasm of connective and soft tissue of unspecified upper limb, including shoulder","PT","ICD10CM 2017","N/A"
"C4867","Malignant Soft Tissue Neoplasm","Related To","C49.4","Malignant neoplasm: Connective and soft tissue of abdomen","PT","ICD10CM 2017","N/A"
"C4867","Malignant Soft Tissue Neoplasm","Related To","C49.0","Malignant neoplasm: Connective and soft tissue of head, face and neck","PT","ICD10CM 2017","N/A"
"C4867","Malignant Soft Tissue Neoplasm","Related To","C49.6","Malignant neoplasm: Connective and soft tissue of trunk, unspecified","PT","ICD10CM 2017","N/A"
"C4867","Malignant Soft Tissue Neoplasm","Related To","C49.8","Malignant neoplasm: Overlapping lesion of connective and soft tissue","PT","ICD10CM 2017","N/A"
"C4867","Malignant Soft Tissue Neoplasm","Related To","C49.2","Malignant neoplasm: Connective and soft tissue of lower limb, including hip","PT","ICD10CM 2017","N/A"
"C3510","Cutaneous Melanoma","Broader Than","C43.30","Malignant melanoma of unspecified part of face","PT","ICD10CM 2017","N/A"
"C3510","Cutaneous Melanoma","Broader Than","C43.52","Malignant melanoma of skin of breast","PT","ICD10CM 2017","N/A"
"C3510","Cutaneous Melanoma","Broader Than","C43.4","Malignant neoplasm: Malignant melanoma of scalp and neck","PT","ICD10CM 2017","N/A"
"C3510","Cutaneous Melanoma","Broader Than","C43.31","Malignant melanoma of nose","PT","ICD10CM 2017","N/A"
"C3510","Cutaneous Melanoma","Broader Than","C43.39","Malignant melanoma of other parts of face","PT","ICD10CM 2017","N/A"
"C3510","Cutaneous Melanoma","Broader Than","C43.60","Malignant melanoma of unspecified upper limb, including shoulder","PT","ICD10CM 2017","N/A"
"C3510","Cutaneous Melanoma","Has Synonym","C43","Malignant melanoma of skin","PT","ICD10CM 2017","N/A"
"C3510","Cutaneous Melanoma","Broader Than","C43.59","Malignant melanoma of other part of trunk","PT","ICD10CM 2017","N/A"
"C3510","Cutaneous Melanoma","Broader Than","C43.5","Malignant neoplasm: Malignant melanoma of trunk","PT","ICD10CM 2017","N/A"
"C3510","Cutaneous Melanoma","Broader Than","C43.0","Malignant neoplasm: Malignant melanoma of lip","PT","ICD10CM 2017","N/A"
"C3510","Cutaneous Melanoma","Broader Than","C43.71","Malignant melanoma of right lower limb, including hip","PT","ICD10CM 2017","N/A"
"C3510","Cutaneous Melanoma","Broader Than","C43.61","Malignant melanoma of right upper limb, including shoulder","PT","ICD10CM 2017","N/A"
"C3510","Cutaneous Melanoma","Broader Than","C43.72","Malignant melanoma of left lower limb, including hip","PT","ICD10CM 2017","N/A"
"C3510","Cutaneous Melanoma","Broader Than","C43.70","Malignant melanoma of unspecified lower limb, including hip","PT","ICD10CM 2017","N/A"
"C3510","Cutaneous Melanoma","Related To","C43.8","Malignant neoplasm: Overlapping malignant melanoma of skin","PT","ICD10CM 2017","N/A"
"C3510","Cutaneous Melanoma","Broader Than","C43.6","Malignant neoplasm: Malignant melanoma of upper limb, including shoulder","PT","ICD10CM 2017","N/A"
"C3510","Cutaneous Melanoma","Related To","C43.9","Malignant neoplasm: Malignant melanoma of skin, unspecified","PT","ICD10CM 2017","N/A"
"C18849","Individual Cancer History","Broader Than","Z85.1","Personal history of malignant neoplasm of trachea, bronchus and lung","PT","ICD10CM 2017","N/A"
"C18849","Individual Cancer History","Broader Than","Z85.841","Personal history of malignant neoplasm of brain","PT","ICD10CM 2017","N/A"
"C18849","Individual Cancer History","Broader Than","Z85.46","Personal history of malignant neoplasm of prostate","PT","ICD10CM 2017","N/A"
"C18849","Individual Cancer History","Broader Than","Z85.528","Personal history of other malignant neoplasm of kidney","PT","ICD10CM 2017","N/A"
"C18849","Individual Cancer History","Broader Than","Z85.72","Personal history of non-Hodgkin lymphomas","PT","ICD10CM 2017","N/A"
"C18849","Individual Cancer History","Broader Than","Z85.05","Personal history of malignant neoplasm of liver","PT","ICD10CM 2017","N/A"
"C18849","Individual Cancer History","Broader Than","Z85.6","Personal history of leukaemia","PT","ICD10CM 2017","N/A"
"C18849","Individual Cancer History","Broader Than","Z85.43","Personal history of malignant neoplasm of ovary","PT","ICD10CM 2017","N/A"
"C18849","Individual Cancer History","Broader Than","Z85.831","Personal history of malignant neoplasm of soft tissue","PT","ICD10CM 2017","N/A"
"C18849","Individual Cancer History","Broader Than","Z86.000","Personal history of in-situ neoplasm of breast","PT","ICD10CM 2017","N/A"
"C18849","Individual Cancer History","Broader Than","Z85.3","Personal history of malignant neoplasm of breast","PT","ICD10CM 2017","N/A"
"C18849","Individual Cancer History","Broader Than","Z85.71","Personal history of Hodgkin lymphoma","PT","ICD10CM 2017","N/A"
"C18849","Individual Cancer History","Broader Than","Z85.07","Personal history of malignant neoplasm of pancreas","PT","ICD10CM 2017","N/A"
"C18849","Individual Cancer History","Broader Than","Z85.038","Personal history of other malignant neoplasm of large intestine","PT","ICD10CM 2017","N/A"
"C18849","Individual Cancer History","Broader Than","Z85.830","Personal history of malignant neoplasm of bone","PT","ICD10CM 2017","N/A"
"C18849","Individual Cancer History","Broader Than","Z85.79","Personal history of other malignant neoplasms of lymphoid, hematopoietic and related tissues","PT","ICD10CM 2017","N/A"
"C18849","Individual Cancer History","Broader Than","Z85.89","Personal history of malignant neoplasm of other organs and systems","PT","ICD10CM 2017","N/A"
"C2920","Malignant Skin Neoplasm","Related To","C44","Other malignant neoplasms of skin","PT","ICD10CM 2017","N/A"
"C2920","Malignant Skin Neoplasm","Broader Than","C44.3","Malignant neoplasm: Skin of other and unspecified parts of face","PT","ICD10CM 2017","N/A"
"C2920","Malignant Skin Neoplasm","Broader Than","C44.6","Malignant neoplasm: Skin of upper limb, including shoulder","PT","ICD10CM 2017","N/A"
"C2920","Malignant Skin Neoplasm","Broader Than","C44.5","Malignant neoplasm: Skin of trunk","PT","ICD10CM 2017","N/A"
"C2920","Malignant Skin Neoplasm","Broader Than","C44.2","Malignant neoplasm: Skin of ear and external auricular canal","PT","ICD10CM 2017","N/A"
"C2920","Malignant Skin Neoplasm","Related To","C44.89","Other specified malignant neoplasm of overlapping sites of skin","PT","ICD10CM 2017","N/A"
"C2920","Malignant Skin Neoplasm","Related To","C44.90","Unspecified malignant neoplasm of skin, unspecified","PT","ICD10CM 2017","N/A"
"C2920","Malignant Skin Neoplasm","Broader Than","C44.1","Malignant neoplasm: Skin of eyelid, including canthus","PT","ICD10CM 2017","N/A"
"C2920","Malignant Skin Neoplasm","Related To","C44.99","Other specified malignant neoplasm of skin, unspecified","PT","ICD10CM 2017","N/A"
"C2920","Malignant Skin Neoplasm","Related To","C44.300","Unspecified malignant neoplasm of skin of unspecified part of face","PT","ICD10CM 2017","N/A"
"C2920","Malignant Skin Neoplasm","Broader Than","C44.4","Malignant neoplasm: Skin of scalp and neck","PT","ICD10CM 2017","N/A"
"C2920","Malignant Skin Neoplasm","Broader Than","C44.7","Malignant neoplasm: Skin of lower limb, including hip","PT","ICD10CM 2017","N/A"
"C2920","Malignant Skin Neoplasm","Related To","C44.9","Malignant neoplasm: Malignant neoplasm of skin, unspecified","PT","ICD10CM 2017","N/A"
"C9305","Malignant Neoplasm","Broader Than","C76","Malignant neoplasm of other and ill-defined sites","PT","ICD10CM 2017","N/A"
"C9305","Malignant Neoplasm","Related To","C76.8","Malignant neoplasm of other and ill-defined sites: Overlapping lesion of other and ill-defined sites","PT","ICD10CM 2017","N/A"
"C9305","Malignant Neoplasm","Broader Than","C80.0","Malignant neoplasm, primary site unknown, so stated","PT","ICD10CM 2017","N/A"
"C9305","Malignant Neoplasm","Broader Than","C80","Malignant neoplasm, without specification of site","PT","ICD10CM 2017","N/A"
"C9305","Malignant Neoplasm","Broader Than","C76.5","Malignant neoplasm of other and ill-defined sites: Lower limb","PT","ICD10CM 2017","N/A"
"C9357","Hodgkin Lymphoma","Has Synonym","C81","Hodgkin lymphoma","PT","ICD10CM 2017","N/A"
"C9357","Hodgkin Lymphoma","Related To","C81.98","Hodgkin lymphoma, unspecified, lymph nodes of multiple sites","PT","ICD10CM 2017","N/A"
"C9357","Hodgkin Lymphoma","Related To","C81.91","Hodgkin lymphoma, unspecified, lymph nodes of head, face, and neck","PT","ICD10CM 2017","N/A"
"C9357","Hodgkin Lymphoma","Related To","C81.9","Hodgkin lymphoma, unspecified","PT","ICD10CM 2017","N/A"
"C9357","Hodgkin Lymphoma","Related To","C81.90","Hodgkin lymphoma, unspecified, unspecified site","PT","ICD10CM 2017","N/A"
"C3161","Leukemia","Related To","C95.9","Leukaemia, unspecified","PT","ICD10CM 2017","N/A"
"C3161","Leukemia","Related To","C95.90","Leukemia, unspecified not having achieved remission","PT","ICD10CM 2017","N/A"
"C3161","Leukemia","Related To","C94.80","Other specified leukemias not having achieved remission","PT","ICD10CM 2017","N/A"
"C3161","Leukemia","Related To","C95","Leukaemia of unspecified cell type","PT","ICD10CM 2017","N/A"
"C3161","Leukemia","Related To","C94","Other leukaemias of specified cell type","PT","ICD10CM 2017","N/A"
"C3161","Leukemia","Related To","C94.8","Other specified leukemias","PT","ICD10CM 2017","N/A"
"C3167","Acute Lymphoblastic Leukemia","Has Synonym","C91.0","Acute lymphoblastic leukaemia [ALL]","PT","ICD10CM 2017","N/A"
"C3167","Acute Lymphoblastic Leukemia","Related To","C91.00","Acute lymphoblastic leukemia not having achieved remission","PT","ICD10CM 2017","N/A"
"C3172","Myeloid Leukemia","Related To","C92.Z","Other myeloid leukemia","PT","ICD10CM 2017","N/A"
"C3172","Myeloid Leukemia","Has Synonym","C92","Myeloid leukaemia","PT","ICD10CM 2017","N/A"
"C3172","Myeloid Leukemia","Related To","C92.9","Myeloid leukaemia, unspecified","PT","ICD10CM 2017","N/A"
"C9283","Lymphocyte-Depleted Classic Hodgkin Lymphoma","Has Synonym","C81.3","Lymphocyte depleted classical Hodgkin lymphoma","PT","ICD10CM 2017","N/A"
"C9283","Lymphocyte-Depleted Classic Hodgkin Lymphoma","Related To","C81.30","Lymphocyte depleted classical Hodgkin lymphoma, unspecified site","PT","ICD10CM 2017","N/A"
"C3209","Follicular Lymphoma","Related To","C82.80","Other types of follicular lymphoma, unspecified site","PT","ICD10CM 2017","N/A"
"C3209","Follicular Lymphoma","Has Synonym","C82","Follicular lymphoma","PT","ICD10CM 2017","N/A"
"C3209","Follicular Lymphoma","Related To","C82.90","Follicular lymphoma, unspecified, unspecified site","PT","ICD10CM 2017","N/A"
"C3209","Follicular Lymphoma","Related To","C82.9","Follicular lymphoma, unspecified","PT","ICD10CM 2017","N/A"
"C3518","Nodular Sclerosis Classic Hodgkin Lymphoma","Related To","C81.10","Nodular sclerosis classical Hodgkin lymphoma, unspecified site","PT","ICD10CM 2017","N/A"
"C3518","Nodular Sclerosis Classic Hodgkin Lymphoma","Related To","C81.11","Nodular sclerosis classical Hodgkin lymphoma, lymph nodes of head, face, and neck","PT","ICD10CM 2017","N/A"
"C3518","Nodular Sclerosis Classic Hodgkin Lymphoma","Related To","C81.15","Nodular sclerosis classical Hodgkin lymphoma, lymph nodes of inguinal region and lower limb","PT","ICD10CM 2017","N/A"
"C3518","Nodular Sclerosis Classic Hodgkin Lymphoma","Related To","C81.18","Nodular sclerosis classical Hodgkin lymphoma, lymph nodes of multiple sites","PT","ICD10CM 2017","N/A"
"C3518","Nodular Sclerosis Classic Hodgkin Lymphoma","Related To","C81.12","Nodular sclerosis classical Hodgkin lymphoma, intrathoracic lymph nodes","PT","ICD10CM 2017","N/A"
"C3518","Nodular Sclerosis Classic Hodgkin Lymphoma","Has Synonym","C81.1","Nodular sclerosis classical Hodgkin lymphoma","PT","ICD10CM 2017","N/A"
"C7539","Lymphoid Leukemia","Related To","C91.9","Lymphoid leukaemia, unspecified","PT","ICD10CM 2017","N/A"
"C7539","Lymphoid Leukemia","Related To","C91.Z0","Other lymphoid leukemia not having achieved remission","PT","ICD10CM 2017","N/A"
"C7539","Lymphoid Leukemia","Has Synonym","C91","Lymphoid leukaemia","PT","ICD10CM 2017","N/A"
"C7539","Lymphoid Leukemia","Related To","C91.90","Lymphoid leukemia, unspecified not having achieved remission","PT","ICD10CM 2017","N/A"
"C2912","Burkitt Lymphoma","Related To","C83.70","Burkitt lymphoma, unspecified site","PT","ICD10CM 2017","N/A"
"C2912","Burkitt Lymphoma","Related To","C83.71","Burkitt lymphoma, lymph nodes of head, face, and neck","PT","ICD10CM 2017","N/A"
"C2912","Burkitt Lymphoma","Related To","C83.79","Burkitt lymphoma, extranodal and solid organ sites","PT","ICD10CM 2017","N/A"
"C2912","Burkitt Lymphoma","Related To","C83.78","Burkitt lymphoma, lymph nodes of multiple sites","PT","ICD10CM 2017","N/A"
"C2912","Burkitt Lymphoma","Has Synonym","C83.7","Burkitt lymphoma","PT","ICD10CM 2017","N/A"
"C2912","Burkitt Lymphoma","Related To","C83.73","Burkitt lymphoma, intra-abdominal lymph nodes","PT","ICD10CM 2017","N/A"
"C7258","Nodular Lymphocyte Predominant Hodgkin Lymphoma","Related To","C81.05","Nodular lymphocyte predominant Hodgkin lymphoma, lymph nodes of inguinal region and lower limb","PT","ICD10CM 2017","N/A"
"C7258","Nodular Lymphocyte Predominant Hodgkin Lymphoma","Related To","C81.01","Nodular lymphocyte predominant Hodgkin lymphoma, lymph nodes of head, face, and neck","PT","ICD10CM 2017","N/A"
"C7258","Nodular Lymphocyte Predominant Hodgkin Lymphoma","Related To","C81.00","Nodular lymphocyte predominant Hodgkin lymphoma, unspecified site","PT","ICD10CM 2017","N/A"
"C7258","Nodular Lymphocyte Predominant Hodgkin Lymphoma","Related To","C81.08","Nodular lymphocyte predominant Hodgkin lymphoma, lymph nodes of multiple sites","PT","ICD10CM 2017","N/A"
